CD_MUNICIPIO,Soma - QT_VOTOS
31135,4077
31151,11486
31194,8521
31216,2657
31232,13095
31259,13184
31275,9276
31291,6239
31313,2910
31330,8256
31356,3846
31372,2145
31399,2396
31410,26903
31437,3505
31453,6322
31470,1646
31496,6050
31518,3960
31534,3910
31550,7646
31577,35632
31593,15753
31615,2565
31631,14777
31658,7923
31674,6340
31690,43336
31712,10985
31739,3669
31755,2269
31771,5833
31798,7492
31810,4751
31836,6670
31852,3899
31879,7507
31895,17457
31917,10302
31933,3635
31950,52191
31976,6566
31992,1835
32018,4024
32034,3275
32050,4250
32077,12133
32093,11247
32115,13818
32131,9739
32158,10937
32174,4568
32190,7768
32212,4808
32239,10339
32255,6426
32298,2310
32310,5718
32336,29768
32352,4130
32379,2037
32395,2273
32417,20790
32433,3855
32450,1925
32476,22390
32492,4993
32514,9930
33014,3282
33030,8936
33057,6812
33065,7694
33073,7361
33090,4915
33111,2254
33138,59147
33154,8986
33170,2767
33197,14755
33219,11878
33235,11104
33251,6423
33260,8929
33278,7728
33294,5963
33316,5682
33332,8224
33359,5044
33375,7891
33383,6202
33391,7868
33405,3256
33413,24379
33430,5922
33456,5141
33472,5114
33499,6851
33510,7723
33529,6232
33537,21803
33553,12085
33570,16805
33596,8585
33618,1974
33634,50058
33650,3085
33677,7681
33693,9013
33715,8156
33731,7414
33758,7452
33774,28716
33782,5690
33790,5634
33804,7718
33812,11154
33839,5790
33855,5859
33871,4290
33898,5405
33910,28845
33936,3581
33952,3047
33960,8710
33979,16132
33995,9887
34010,5077
34029,6863
34037,26820
34053,8225
34070,6798
34096,5815
34118,7823
34134,101063
34150,11332
34177,14756
34193,30504
34215,5389
34231,12445
34258,11217
34274,4718
34290,41547
34312,6752
34339,10894
34355,19128
34363,4883
34371,7758
34398,4812
34410,11413
34436,35561
34452,14103
34479,2477
34495,24643
34509,4643
34517,8362
34533,5672
34550,15165
34576,6989
34592,7591
34614,8154
34630,10810
34657,9761
34673,26911
34690,15353
34711,10753
34738,7734
34754,2516
34770,13993
34797,3218
34819,6904
34835,8837
34851,14974
34878,7060
34894,2467
34916,10318
34932,6996
34959,26835
34975,16347
34991,4490
35017,7425
35033,2526
35050,4215
35076,8296
35092,17696
35114,15520
35130,28981
35149,2581
35157,221406
35173,2445
35190,4359
35211,10674
35238,10980
35254,6496
35270,8843
35297,2752
35319,10744
35335,34354
35351,7618
35378,11661
35394,4486
35416,8862
35432,8134
35459,6262
35475,9212
35491,13046
35513,6981
35530,2316
35556,7213
35572,3028
35599,7087
35610,6782
35637,10011
35653,11054
35670,3728
35696,8560
35700,4729
35718,9064
35734,60653
35750,16147
35777,8848
35793,15800
35815,27996
35831,4513
35858,3177
35874,4992
35890,13222
35912,14700
35939,27983
35947,9849
35955,27532
35971,59332
35998,9902
36013,5576
36030,4857
36056,5967
36072,2853
36080,6826
36099,2206
36110,8308
36137,16983
36153,3124
36170,9824
36196,3621
36218,7003
36234,11267
36250,4073
36277,4137
36293,19427
36315,14442
36331,3297
36358,3615
36374,6171
36382,6974
36390,5074
36412,15313
36439,7735
36455,8482
36471,7777
36498,7016
36510,33363
36536,17953
36552,12791
36579,9077
36595,5066
36617,57735
36633,18195
36650,6483
36676,6671
36692,84872
36706,4326
36714,9230
36730,3922
36757,2584
36765,6963
36773,11497
36790,1934
36811,2161
36820,3895
36838,4997
36854,79443
36870,5147
36897,5534
36919,21341
36935,5268
36951,5647
36978,19744
36994,4186
37010,3345
37036,7845
37052,7343
37079,4502
37095,7951
37117,12388
37133,21520
37150,8128
37176,4412
37192,4802
37214,23805
37222,6611
37230,8293
37257,10816
37273,5062
37290,7248
37303,4783
37311,27549
37338,4196
37354,15165
37370,4296
37397,4977
37419,11370
37427,7279
37435,8691
37451,4950
37460,5516
37478,14163
37494,9774
37516,13124
37532,5258
37559,7188
37567,4372
37575,3700
37583,4224
37591,13341
37613,11687
37621,4787
37630,12180
37656,10397
37672,4295
37680,6494
37699,11456
37710,5261
37737,10430
37753,15360
37770,14495
37796,3257
37818,49734
37834,4327
37850,6252
37877,9170
37893,17222
37915,8136
37931,8354
37940,3779
37958,4807
37974,7926
37990,4190
38016,10576
38032,20662
38059,16332
38067,7915
38075,44418
38091,3648
38113,9568
38130,8398
38156,6308
38164,11443
38172,11279
38199,13277
38210,19893
38237,7614
38253,11201
38270,18117
38296,15570
38318,7211
38334,24787
38342,4482
38350,7033
38377,6715
38393,5035
38415,15399
38431,4774
38458,13216
38474,8848
38490,1089899
38512,12197
38539,7389
38555,9778
38571,1896
38598,4930
38610,18066
38636,16849
38652,11797
38679,5623
38695,5282
38717,31026
38733,40001
38750,24801
38776,13807
38792,6649
38806,4547
38814,10241
38822,6217
38830,21574
38857,19011
38865,4910
38873,5681
38890,23045
