fid,CD_MUN,NM_MUN,SIGLA,tot_13_22,porcent_13,porcent_22,normal_13_22,tot_13,tot_22,subt_13_22
3900,"3556404",Vargem Grande do Sul,SP,20675,35.4244256348247,64.5755743651753,-0.291511487303507,7324,13351,-6027
3901,"3556453",Vargem Grande Paulista,SP,27126,48.1051389810514,51.8948610189486,-0.0378972203789722,13049,14077,-1028
3902,"3556503",Várzea Paulista,SP,57669,43.3907298548614,56.6092701451386,-0.132185402902773,25023,32646,-7623
3903,"3556602",Vera Cruz,SP,52270,64.6623302085326,35.3376697914674,0.293246604170652,33799,18471,15328
3904,"3556701",Vinhedo,SP,42468,32.7281717999435,67.2718282000565,-0.34543656400113,13899,28569,-14670
3905,"3556800",Viradouro,SP,9618,34.9968808484092,65.0031191515908,-0.300062383031815,3366,6252,-2886
3906,"3556909",Vista Alegre do Alto,SP,4268,41.6354264292409,58.3645735707591,-0.167291471415183,1777,2491,-714
3907,"3556958",Vitória Brasil,SP,1209,45.2440033085194,54.7559966914806,-0.0951199338296112,547,662,-115
3908,"3557006",Votorantim,SP,62499,40.7574521192339,59.2425478807661,-0.184850957615322,25473,37026,-11553
3909,"3557105",Votuporanga,SP,48126,32.375431159872,67.624568840128,-0.35249137680256,15581,32545,-16964
3910,"3557154",Zacarias,SP,1721,39.9186519465427,60.0813480534573,-0.201626961069146,687,1034,-347
3911,"3557204",Chavantes,SP,6423,40.8687529191966,59.1312470808034,-0.182624941616067,2625,3798,-1173
3912,"3557303",Estiva Gerbi,SP,6656,35.7271634615385,64.2728365384615,-0.285456730769231,2378,4278,-1900
3913,"4100103",Abatiá,PR,4196,44.4947569113441,55.5052430886559,-0.110104861773117,1867,2329,-462
3914,"4100202",Adrianópolis,PR,3793,63.6435539151068,36.3564460848932,0.272871078302136,2414,1379,1035
3915,"4100301",Agudos do Sul,PR,5985,39.7159565580618,60.2840434419382,-0.205680868838764,2377,3608,-1231
3916,"4100400",Almirante Tamandaré,PR,51450,44.8007774538387,55.1992225461613,-0.103984450923226,23050,28400,-5350
3917,"4100459",Altamira do Paraná,PR,2386,58.2984073763621,41.7015926236379,0.165968147527242,1391,995,396
3918,"4100509",Altônia,PR,10314,33.9441535776614,66.0558464223386,-0.321116928446771,3501,6813,-3312
3919,"4100608",Alto Paraná,PR,7539,46.5446345669187,53.4553654330813,-0.0691073086616262,3509,4030,-521
3920,"4100707",Alto Piquiri,PR,5247,53.2875929102344,46.7124070897656,0.0657518582046884,2796,2451,345
3921,"4100806",Alvorada do Sul,PR,5171,41.0752272287759,58.9247727712241,-0.178495455424483,2124,3047,-923
3922,"4100905",Amaporã,PR,2945,53.3106960950764,46.6893039049236,0.066213921901528,1570,1375,195
3923,"4101002",Ampére,PR,11296,59.1979461756374,40.8020538243626,0.183958923512748,6687,4609,2078
3924,"4101051",Anahy,PR,1971,53.2217148655505,46.7782851344495,0.0644342973110096,1049,922,127
3925,"4101101",Andirá,PR,11561,43.0066603235014,56.9933396764986,-0.139866793529972,4972,6589,-1617
3926,"4101150",Ângulo,PR,2007,35.5256601893373,64.4743398106627,-0.289486796213254,713,1294,-581
3927,"4101200",Antonina,PR,10582,36.0706860706861,63.9293139293139,-0.278586278586279,3817,6765,-2948
3928,"4101309",Antônio Olinto,PR,4645,51.7330462863294,48.2669537136706,0.0346609257265878,2403,2242,161
3929,"4101408",Apucarana,PR,65566,30.7598450416374,69.2401549583626,-0.384803099167251,20168,45398,-25230
3930,"4101507",Arapongas,PR,59434,24.2302385839755,75.7697614160245,-0.51539522832049,14401,45033,-30632
3931,"4101606",Arapoti,PR,13465,34.1700705532863,65.8299294467137,-0.316598588934274,4601,8864,-4263
3932,"4101655",Arapuã,PR,2394,56.3492063492063,43.6507936507937,0.126984126984127,1349,1045,304
3933,"4101705",Araruna,PR,17308,60.3940374393344,39.6059625606656,0.207880748786688,10453,6855,3598
3934,"4101804",Araucária,PR,73402,48.2316558131931,51.7683441868069,-0.035366883736138,35403,37999,-2596
3935,"4101853",Ariranha do Ivaí,PR,1756,59.2255125284738,40.7744874715262,0.184510250569476,1040,716,324
3936,"4101903",Assaí,PR,8663,29.9780676440032,70.0219323559968,-0.400438647119935,2597,6066,-3469
3937,"4102000",Assis Chateaubriand,PR,19863,36.4043699340482,63.5956300659518,-0.271912601319035,7231,12632,-5401
3938,"4102109",Astorga,PR,14634,28.0442804428044,71.9557195571956,-0.439114391143912,4104,10530,-6426
3939,"4102208",Atalaia,PR,23671,63.4616197034346,36.5383802965654,0.269232394068692,15022,8649,6373
3940,"4102307",Balsa Nova,PR,8423,39.7245636946456,60.2754363053544,-0.205508726107088,3346,5077,-1731
3941,"4102406",Bandeirantes,PR,22176,33.4145021645022,66.5854978354978,-0.331709956709957,7410,14766,-7356
3942,"4102505",Barbosa Ferraz,PR,6037,46.7450720556568,53.2549279443432,-0.0650985588868644,2822,3215,-393
3943,"4102604",Barracão,PR,8802,48.9888661667803,51.0111338332197,-0.0202226766643945,4312,4490,-178
3944,"4102703",Barra do Jacaré,PR,1955,50.383631713555,49.616368286445,0.00767263427109981,985,970,15
3945,"4102752",Bela Vista da Caroba,PR,2312,61.1159169550173,38.8840830449827,0.222318339100346,1413,899,514
3946,"4102802",Bela Vista do Paraíso,PR,8959,38.843620939837,61.156379060163,-0.223127581203259,3480,5479,-1999
3947,"4102901",Bituruna,PR,9115,59.0016456390565,40.9983543609435,0.18003291278113,5378,3737,1641
3948,"4103008",Boa Esperança,PR,32037,49.6238723975403,50.3761276024597,-0.00752255204919315,15898,16139,-241
3949,"4103024",Boa Esperança do Iguaçu,PR,1836,65.359477124183,34.640522875817,0.30718954248366,1200,636,564
3950,"4103040",Boa Ventura de São Roque,PR,3794,64.2329994728519,35.7670005271481,0.284659989457037,2437,1357,1080
3951,"4103057",Boa Vista da Aparecida,PR,4942,51.2747875354108,48.7252124645892,0.0254957507082153,2534,2408,126
3952,"4103107",Bocaiúva do Sul,PR,6674,44.8007192088702,55.1992807911298,-0.103985615822595,2990,3684,-694
3953,"4103156",Bom Jesus do Sul,PR,2823,58.7318455543748,41.2681544456252,0.174636911087496,1658,1165,493
3954,"4103206",Bom Sucesso,PR,17236,63.3209561383152,36.6790438616848,0.266419122766303,10914,6322,4592
3955,"4103222",Bom Sucesso do Sul,PR,2342,39.0264730999146,60.9735269000854,-0.219470538001708,914,1428,-514
3956,"4103305",Borrazópolis,PR,4803,42.7024776181553,57.2975223818447,-0.145950447636894,2051,2752,-701
3957,"4103354",Braganey,PR,3313,47.6003622094778,52.3996377905222,-0.0479927558104436,1577,1736,-159
3958,"4103370",Brasilândia do Sul,PR,2316,56.433506044905,43.566493955095,0.1286701208981,1307,1009,298
3959,"4103404",Cafeara,PR,1712,59.3457943925234,40.6542056074766,0.186915887850467,1016,696,320
3960,"4103453",Cafelândia,PR,18364,36.2448268351122,63.7551731648878,-0.275103463297756,6656,11708,-5052
3961,"4103479",Cafezal do Sul,PR,2993,41.2295355830271,58.7704644169729,-0.175409288339459,1234,1759,-525
3962,"4103503",Califórnia,PR,5047,35.1495938181098,64.8504061818902,-0.297008123637805,1774,3273,-1499
3963,"4103602",Cambará,PR,12560,40.828025477707,59.171974522293,-0.18343949044586,5128,7432,-2304
3964,"4103701",Cambé,PR,51768,31.8961520630505,68.1038479369495,-0.362076958738989,16512,35256,-18744
3965,"4103800",Cambira,PR,4582,37.3199476211261,62.6800523788739,-0.253601047577477,1710,2872,-1162
3966,"4103909",Campina da Lagoa,PR,8422,43.7188316314415,56.2811683685585,-0.125623367371171,3682,4740,-1058
3967,"4103958",Campina do Simão,PR,2609,67.0755078574166,32.9244921425834,0.341510157148333,1750,859,891
3968,"4104006",Campina Grande do Sul,PR,23761,39.905727873406,60.094272126594,-0.20188544253188,9482,14279,-4797
3969,"4104055",Campo Bonito,PR,2708,54.9852289512555,45.0147710487445,0.0997045790251107,1489,1219,270
3970,"4104105",Campo do Tenente,PR,4546,39.0673119225693,60.9326880774307,-0.218653761548614,1776,2770,-994
3971,"4104204",Campo Largo,PR,64269,36.9244892560955,63.0755107439045,-0.261510214878091,23731,40538,-16807
3972,"4104253",Campo Magro,PR,14422,44.8134794064623,55.1865205935376,-0.103730411870753,6463,7959,-1496
3973,"4104303",Campo Mourão,PR,49282,40.0511342883811,59.9488657116189,-0.198977314232377,19738,29544,-9806
3974,"4104402",Cândido de Abreu,PR,8181,46.9624740251803,53.0375259748197,-0.0607505194963941,3842,4339,-497
3975,"4104428",Candói,PR,8642,58.2619763943532,41.7380236056468,0.165239527887063,5035,3607,1428
3976,"4104451",Cantagalo,PR,19941,54.6662654831754,45.3337345168246,0.0933253096635073,10901,9040,1861
3977,"4104501",Capanema,PR,50524,59.4648088037368,40.5351911962632,0.189296176074737,30044,20480,9564
3978,"4104600",Capitão Leônidas Marques,PR,8668,47.5426857406553,52.4573142593447,-0.0491462851868943,4121,4547,-426
3979,"4104659",Carambeí,PR,11768,30.5999320190347,69.4000679809653,-0.388001359619307,3601,8167,-4566
3980,"4104709",Carlópolis,PR,8232,41.2050534499514,58.7949465500486,-0.175898931000972,3392,4840,-1448
3981,"4104808",Cascavel,PR,211527,41.8636864324649,58.1363135675351,-0.162726271350702,88553,122974,-34421
3982,"4104907",Castro,PR,38432,38.7307452123231,61.2692547876769,-0.225385095753539,14885,23547,-8662
3983,"4105003",Catanduvas,PR,11356,42.3828812962311,57.6171187037689,-0.152342374075379,4813,6543,-1730
3984,"4105102",Centenário do Sul,PR,6259,59.8178622783192,40.1821377216808,0.196357245566385,3744,2515,1229
3985,"4105201",Cerro Azul,PR,9419,59.326892451428,40.673107548572,0.186537849028559,5588,3831,1757
3986,"4105300",Céu Azul,PR,6590,25.3262518968133,74.6737481031866,-0.493474962063733,1669,4921,-3252
3987,"4105409",Chopinzinho,PR,12480,45.0641025641026,54.9358974358974,-0.0987179487179488,5624,6856,-1232
3988,"4105508",Cianorte,PR,40663,28.4607628556673,71.5392371443327,-0.430784742886654,11573,29090,-17517
3989,"4105607",Cidade Gaúcha,PR,6469,46.838769516154,53.161230483846,-0.0632246096769207,3030,3439,-409
3990,"4105706",Clevelândia,PR,9484,52.1088148460565,47.8911851539435,0.0421762969211304,4942,4542,400
3991,"4105805",Colombo,PR,109287,41.2967690576189,58.7032309423811,-0.174064618847621,45132,64155,-19023
3992,"4105904",Colorado,PR,15539,45.8974193963576,54.1025806036424,-0.0820516120728489,7132,8407,-1275
3993,"4106001",Congonhinhas,PR,4696,61.0519591141397,38.9480408858603,0.221039182282794,2867,1829,1038
3994,"4106100",Conselheiro Mairinck,PR,2139,50.7713884992987,49.2286115007013,0.0154277699859748,1086,1053,33
3995,"4106209",Contenda,PR,9314,44.5887910672106,55.4112089327894,-0.108224178655787,4153,5161,-1008
3996,"4106308",Corbélia,PR,10395,34.9494949494949,65.0505050505051,-0.301010101010101,3633,6762,-3129
3997,"4106407",Cornélio Procópio,PR,24970,37.5610732879455,62.4389267120545,-0.248778534241089,9379,15591,-6212
3998,"4106456",Coronel Domingos Soares,PR,3739,63.7336186146028,36.2663813853972,0.274672372292057,2383,1356,1027
3999,"4106506",Coronel Vivida,PR,13026,49.7466605251036,50.2533394748964,-0.00506678949792729,6480,6546,-66
4000,"4106555",Corumbataí do Sul,PR,2448,55.4738562091503,44.5261437908497,0.109477124183007,1358,1090,268
4001,"4106571",Cruzeiro do Iguaçu,PR,2792,57.2349570200573,42.7650429799427,0.144699140401146,1598,1194,404
4002,"4106605",Cruzeiro do Oeste,PR,11882,38.9412556808618,61.0587443191382,-0.221174886382764,4627,7255,-2628
4003,"4106704",Cruzeiro do Sul,PR,51825,29.460684997588,70.539315002412,-0.410786300048239,15268,36557,-21289
4004,"4106803",Cruz Machado,PR,9557,44.3339960238569,55.6660039761431,-0.113320079522863,4237,5320,-1083
4005,"4106852",Cruzmaltina,PR,1956,42.280163599182,57.719836400818,-0.15439672801636,827,1129,-302
4006,"4106902",Curitiba,PR,960475,36.249355787501,63.750644212499,-0.27501288424998,348166,612309,-264143
4007,"4107009",Curiúva,PR,7126,47.6985686219478,52.3014313780522,-0.0460286275610441,3399,3727,-328
4008,"4107108",Diamante do Norte,PR,3198,44.8092557848655,55.1907442151345,-0.103814884302689,1433,1765,-332
4009,"4107124",Diamante do Sul,PR,2338,51.3686911890505,48.6313088109495,0.0273738237810094,1201,1137,64
4010,"4107157",Diamante D'Oeste,PR,2784,61.7097701149425,38.2902298850575,0.234195402298851,1718,1066,652
4011,"4107207",Dois Vizinhos,PR,24762,50.5694208868427,49.4305791131573,0.0113884177368548,12522,12240,282
4012,"4107256",Douradina,PR,8756,39.4129739607127,60.5870260392874,-0.211740520785747,3451,5305,-1854
4013,"4107306",Doutor Camargo,PR,3688,35.8188720173536,64.1811279826464,-0.283622559652928,1321,2367,-1046
4014,"4107405",Enéas Marques,PR,4105,58.5627283800244,41.4372716199756,0.171254567600487,2404,1701,703
4015,"4107504",Engenheiro Beltrão,PR,7586,40.8779330345373,59.1220669654627,-0.182441339309254,3101,4485,-1384
4016,"4107520",Esperança Nova,PR,1482,33.8056680161943,66.1943319838057,-0.323886639676113,501,981,-480
4017,"4107538",Entre Rios do Oeste,PR,2930,26.3139931740614,73.6860068259386,-0.473720136518771,771,2159,-1388
4018,"4107546",Espigão Alto do Iguaçu,PR,3073,41.5880247315327,58.4119752684673,-0.168239505369346,1278,1795,-517
4019,"4107553",Farol,PR,2092,50.9560229445507,49.0439770554493,0.0191204588910135,1066,1026,40
4020,"4107603",Faxinal,PR,8751,31.3564164095532,68.6435835904468,-0.372871671808936,2744,6007,-3263
4021,"4107652",Fazenda Rio Grande,PR,56601,42.4974823766365,57.5025176233635,-0.150050352467271,24054,32547,-8493
4022,"4107702",Fênix,PR,2802,51.9271948608137,48.0728051391863,0.0385438972162741,1455,1347,108
4023,"4107736",Fernandes Pinheiro,PR,4028,52.53227408143,47.46772591857,0.0506454816285998,2116,1912,204
4024,"4107751",Figueira,PR,4558,60.5089951733216,39.4910048266784,0.210179903466433,2758,1800,958
4025,"4107801",Floraí,PR,3411,42.5681618293755,57.4318381706245,-0.148636763412489,1452,1959,-507
4026,"4107850",Flor da Serra do Sul,PR,3476,55.1495972382048,44.8504027617952,0.102991944764097,1917,1559,358
4027,"4107900",Floresta,PR,22815,75.6607495069034,24.3392504930966,0.513214990138067,17262,5553,11709
4028,"4108007",Florestópolis,PR,7258,54.2849269771287,45.7150730228713,0.0856985395425738,3940,3318,622
4029,"4108106",Flórida,PR,1807,50.6917542888766,49.3082457111234,0.0138350857775318,916,891,25
4030,"4108205",Formosa do Oeste,PR,4415,36.0588901472254,63.9411098527746,-0.278822197055493,1592,2823,-1231
4031,"4108304",Foz do Iguaçu,PR,145892,34.7825788939764,65.2174211060236,-0.304348422120473,50745,95147,-44402
4032,"4108320",Francisco Alves,PR,4368,38.3012820512821,61.6987179487179,-0.233974358974359,1673,2695,-1022
4033,"4108403",Francisco Beltrão,PR,50299,48.8975923974632,51.1024076025368,-0.0220481520507366,24595,25704,-1109
4034,"4108452",Foz do Jordão,PR,3177,66.0371419578218,33.9628580421782,0.320742839156437,2098,1079,1019
4035,"4108502",General Carneiro,PR,9069,54.7800198478333,45.2199801521667,0.0956003969566656,4968,4101,867
4036,"4108551",Godoy Moreira,PR,1936,62.8615702479339,37.1384297520661,0.257231404958678,1217,719,498
4037,"4108601",Goioerê,PR,15478,36.8652280656416,63.1347719343584,-0.262695438687169,5706,9772,-4066
4038,"4108650",Goioxim,PR,3933,67.7854055428426,32.2145944571574,0.355708110856852,2666,1267,1399
4039,"4108700",Grandes Rios,PR,3487,36.6504158302266,63.3495841697734,-0.266991683395469,1278,2209,-931
4040,"4108809",Guaíra,PR,35533,36.2282948245293,63.7717051754707,-0.275434103509414,12873,22660,-9787
4041,"4108908",Guairaçá,PR,3778,44.7061937533086,55.2938062466914,-0.105876124933827,1689,2089,-400
4042,"4108957",Guamiranga,PR,5009,40.7666200838491,59.2333799161509,-0.184667598323019,2042,2967,-925
4043,"4109005",Guapirama,PR,2778,48.1641468682505,51.8358531317495,-0.0367170626349893,1338,1440,-102
4044,"4109104",Guaporema,PR,1478,44.3166441136671,55.6833558863329,-0.113667117726658,655,823,-168
4045,"4109203",Guaraci,PR,8946,48.4685893136597,51.5314106863403,-0.0306282137268053,4336,4610,-274
4046,"4109302",Guaraniaçu,PR,8072,38.4167492566898,61.5832507433102,-0.231665014866204,3101,4971,-1870
4047,"4109401",Guarapuava,PR,95780,49.19920651493,50.80079348507,-0.0160158697013991,47123,48657,-1534
4048,"4109500",Guaraqueçaba,PR,4892,46.9950940310711,53.0049059689289,-0.0600981193785772,2299,2593,-294
4049,"4109609",Guaratuba,PR,19762,32.4461086934521,67.5538913065479,-0.351077826130958,6412,13350,-6938
4050,"4109658",Honório Serpa,PR,3344,61.6028708133971,38.3971291866029,0.232057416267943,2060,1284,776
4051,"4109708",Ibaiti,PR,14784,42.0319264069264,57.9680735930736,-0.159361471861472,6214,8570,-2356
4052,"4109757",Ibema,PR,3619,52.7217463387676,47.2782536612324,0.0544349267753523,1908,1711,197
4053,"4109807",Ibiporã,PR,27056,32.7838557066824,67.2161442933176,-0.344322885866351,8870,18186,-9316
4054,"4109906",Icaraíma,PR,5099,37.3406550303981,62.6593449696019,-0.253186899392038,1904,3195,-1291
4055,"4110003",Iguaraçu,PR,2871,39.2197840473703,60.7802159526297,-0.215604319052595,1126,1745,-619
4056,"4110052",Iguatu,PR,54538,82.5222780446661,17.4777219553339,0.650445560893322,45006,9532,35474
4057,"4110078",Imbaú,PR,6250,53.776,46.224,0.0755200000000001,3361,2889,472
4058,"4110102",Imbituva,PR,17065,38.2654556108995,61.7345443891005,-0.23469088778201,6530,10535,-4005
4059,"4110201",Inácio Martins,PR,6096,57.1850393700787,42.8149606299213,0.143700787401575,3486,2610,876
4060,"4110300",Inajá,PR,12220,87.0212765957447,12.9787234042553,0.740425531914894,10634,1586,9048
4061,"4110409",Indianópolis,PR,6318,49.6359607470719,50.3640392529281,-0.00728078505856281,3136,3182,-46
4062,"4110508",Ipiranga,PR,8266,36.8497459472538,63.1502540527462,-0.263005081054924,3046,5220,-2174
4063,"4110607",Iporã,PR,8605,37.2341661824521,62.7658338175479,-0.255316676350959,3204,5401,-2197
4064,"4110656",Iracema do Oeste,PR,1749,52.7730131503716,47.2269868496284,0.0554602630074328,923,826,97
4065,"4110706",Irati,PR,34093,41.9147625612296,58.0852374387704,-0.161704748775408,14290,19803,-5513
4066,"4110805",Iretama,PR,5419,56.8924155748293,43.1075844251707,0.137848311496586,3083,2336,747
4067,"4110904",Itaguajé,PR,2551,54.7628381027048,45.2371618972952,0.0952567620540965,1397,1154,243
4068,"4110953",Itaipulândia,PR,7232,39.7815265486726,60.2184734513274,-0.204369469026549,2877,4355,-1478
4069,"4111001",Itambaracá,PR,3523,40.6755606017599,59.3244393982401,-0.186488787964803,1433,2090,-657
4070,"4111100",Itambé,PR,34333,69.6880552238371,30.3119447761629,0.393761104476743,23926,10407,13519
4071,"4111209",Itapejara d'Oeste,PR,6929,53.8028575552028,46.1971424447972,0.0760571511040553,3728,3201,527
4072,"4111258",Itaperuçu,PR,15775,63.2139461172742,36.7860538827258,0.264278922345483,9972,5803,4169
4073,"4111308",Itaúna do Sul,PR,2020,66.2376237623762,33.7623762376238,0.324752475247525,1338,682,656
4074,"4111407",Ivaí,PR,7873,41.7629874253779,58.2370125746221,-0.164740251492443,3288,4585,-1297
4075,"4111506",Ivaiporã,PR,17621,45.190397820782,54.809602179218,-0.0961920435843596,7963,9658,-1695
4076,"4111555",Ivaté,PR,4137,47.3531544597534,52.6468455402466,-0.0529369108049312,1959,2178,-219
4077,"4111605",Ivatuba,PR,1877,38.6254661694193,61.3745338305807,-0.227490676611614,725,1152,-427
4078,"4111704",Jaboti,PR,3116,42.9396662387676,57.0603337612324,-0.141206675224647,1338,1778,-440
4079,"4111803",Jacarezinho,PR,21249,50.5482610946397,49.4517389053603,0.010965221892795,10741,10508,233
4080,"4111902",Jaguapitã,PR,7507,37.8446783002531,62.1553216997469,-0.243106433994938,2841,4666,-1825
4081,"4112009",Jaguariaíva,PR,18889,36.9156652019694,63.0843347980306,-0.261686695960612,6973,11916,-4943
4082,"4112108",Jandaia do Sul,PR,11971,31.8937432127642,68.1062567872358,-0.362125135744716,3818,8153,-4335
4083,"4112207",Janiópolis,PR,3495,50.6723891273247,49.3276108726753,0.013447782546495,1771,1724,47
4084,"4112306",Japira,PR,2668,50.7496251874063,49.2503748125937,0.014992503748126,1354,1314,40
4085,"4112405",Japurá,PR,8362,42.2028222913179,57.7971777086821,-0.155943554173643,3529,4833,-1304
4086,"4112504",Jardim Alegre,PR,6752,48.8299763033175,51.1700236966825,-0.0234004739336493,3297,3455,-158
4087,"4112603",Jardim Olinda,PR,950,70.5263157894737,29.4736842105263,0.410526315789474,670,280,390
4088,"4112702",Jataizinho,PR,6696,39.5161290322581,60.4838709677419,-0.209677419354839,2646,4050,-1404
4089,"4112751",Jesuítas,PR,5403,40.1258560059226,59.8741439940774,-0.197482879881547,2168,3235,-1067
4090,"4112801",Joaquim Távora,PR,6560,40.3048780487805,59.6951219512195,-0.19390243902439,2644,3916,-1272
4091,"4112900",Jundiaí do Sul,PR,1879,61.0431080361895,38.9568919638105,0.220862160723789,1147,732,415
4092,"4112959",Juranda,PR,4555,38.9462129527991,61.0537870472009,-0.221075740944018,1774,2781,-1007
4093,"4113007",Jussara,PR,23886,62.5722180356694,37.4277819643306,0.251444360713388,14946,8940,6006
4094,"4113106",Kaloré,PR,2875,44.4869565217391,55.5130434782609,-0.110260869565217,1279,1596,-317
4095,"4113205",Lapa,PR,25916,42.8422596079642,57.1577403920358,-0.143154807840716,11103,14813,-3710
4096,"4113254",Laranjal,PR,7587,59.6151311453803,40.3848688546197,0.192302622907605,4523,3064,1459
4097,"4113304",Laranjeiras do Sul,PR,17954,57.1237607218447,42.8762392781553,0.142475214436894,10256,7698,2558
4098,"4113403",Leópolis,PR,2496,53.8461538461538,46.1538461538462,0.0769230769230769,1344,1152,192
4099,"4113429",Lidianópolis,PR,2426,38.7056883759275,61.2943116240725,-0.225886232481451,939,1487,-548
4100,"4113452",Lindoeste,PR,3702,58.698001080497,41.301998919503,0.173960021609941,2173,1529,644
4101,"4113502",Loanda,PR,11395,36.6915313734094,63.3084686265906,-0.266169372531812,4181,7214,-3033
4102,"4113601",Lobato,PR,2842,49.7185080928923,50.2814919071077,-0.00562983814215336,1413,1429,-16
4103,"4113700",Londrina,PR,270774,27.5543442132553,72.4456557867447,-0.448913115734893,74610,196164,-121554
4104,"4113734",Luiziana,PR,4177,53.1242518553986,46.8757481446014,0.0624850371079722,2219,1958,261
4105,"4113759",Lunardelli,PR,2995,46.7445742904841,53.2554257095159,-0.0651085141903171,1400,1595,-195
4106,"4113809",Lupionópolis,PR,2917,56.8049365786767,43.1950634213233,0.136098731573534,1657,1260,397
4107,"4113908",Mallet,PR,7706,38.1520892810797,61.8479107189203,-0.236958214378406,2940,4766,-1826
4108,"4114005",Mamborê,PR,8017,33.5911188723962,66.4088811276038,-0.328177622552077,2693,5324,-2631
4109,"4114104",Mandaguaçu,PR,13247,40.2732694194912,59.7267305805088,-0.194534611610176,5335,7912,-2577
4110,"4114203",Mandaguari,PR,19643,35.916102428346,64.083897571654,-0.28167795143308,7055,12588,-5533
4111,"4114302",Mandirituba,PR,13714,44.4800933352778,55.5199066647222,-0.110398133294444,6100,7614,-1514
4112,"4114351",Manfrinópolis,PR,2321,69.3235674278328,30.6764325721672,0.386471348556657,1609,712,897
4113,"4114401",Mangueirinha,PR,10142,56.0343127588247,43.9656872411753,0.120686255176494,5683,4459,1224
4114,"4114500",Manoel Ribas,PR,8029,36.4927139120688,63.5072860879312,-0.270145721758625,2930,5099,-2169
4115,"4114609",Marechal Cândido Rondon,PR,30518,25.5619634314175,74.4380365685825,-0.488760731371649,7801,22717,-14916
4116,"4114708",Maria Helena,PR,3598,47.8043357420789,52.1956642579211,-0.0439132851584214,1720,1878,-158
4117,"4114807",Marialva,PR,20606,32.9806852373095,67.0193147626905,-0.340386295253809,6796,13810,-7014
4118,"4114906",Marilândia do Sul,PR,5150,35.9805825242718,64.0194174757282,-0.280388349514563,1853,3297,-1444
4119,"4115002",Marilena,PR,4205,59.5957193816885,40.4042806183115,0.191914387633769,2506,1699,807
4120,"4115101",Mariluz,PR,5719,51.7223290785102,48.2776709214898,0.0344465815702046,2958,2761,197
4121,"4115200",Maringá,PR,204255,33.0635724951654,66.9364275048346,-0.338728550096693,67534,136721,-69187
4122,"4115309",Mariópolis,PR,4056,43.2692307692308,56.7307692307692,-0.134615384615385,1755,2301,-546
4123,"4115358",Maripá,PR,3976,19.1649899396378,80.8350100603622,-0.616700201207244,762,3214,-2452
4124,"4115408",Marmeleiro,PR,8735,53.4516313680595,46.5483686319405,0.0690326273611905,4669,4066,603
4125,"4115457",Marquinho,PR,2898,59.5928226363009,40.4071773636991,0.191856452726018,1727,1171,556
4126,"4115507",Marumbi,PR,2942,52.0054384772264,47.9945615227736,0.0401087695445275,1530,1412,118
4127,"4115606",Matelândia,PR,9910,23.8647830474268,76.1352169525732,-0.522704339051463,2365,7545,-5180
4128,"4115705",Matinhos,PR,20541,42.5295749963488,57.4704250036512,-0.149408500073025,8736,11805,-3069
4129,"4115739",Mato Rico,PR,2338,65.6971770744226,34.3028229255774,0.313943541488452,1536,802,734
4130,"4115754",Mauá da Serra,PR,5414,43.2212781677133,56.7787218322867,-0.135574436645733,2340,3074,-734
4131,"4115804",Medianeira,PR,27748,33.0077843448176,66.9922156551823,-0.339844313103647,9159,18589,-9430
4132,"4115853",Mercedes,PR,3877,18.1325767345886,81.8674232654114,-0.637348465308228,703,3174,-2471
4133,"4115903",Mirador,PR,13052,81.1216671774441,18.8783328225559,0.622433343548881,10588,2464,8124
4134,"4116000",Miraselva,PR,1427,46.8114926419061,53.1885073580939,-0.0637701471618782,668,759,-91
4135,"4116059",Missal,PR,7216,33.6474501108647,66.3525498891353,-0.327050997782705,2428,4788,-2360
4136,"4116109",Moreira Sales,PR,6876,42.6556137289122,57.3443862710878,-0.146887725421757,2933,3943,-1010
4137,"4116208",Morretes,PR,9706,41.6237378940861,58.3762621059139,-0.167525242118277,4040,5666,-1626
4138,"4116307",Munhoz de Melo,PR,2562,44.184231069477,55.815768930523,-0.11631537861046,1132,1430,-298
4139,"4116406",Nossa Senhora das Graças,PR,2307,60.2514087559601,39.7485912440399,0.205028175119202,1390,917,473
4140,"4116505",Nova Aliança do Ivaí,PR,1118,52.6833631484794,47.3166368515206,0.0536672629695885,589,529,60
4141,"4116604",Nova América da Colina,PR,2407,49.1898628998754,50.8101371001246,-0.0162027420024928,1184,1223,-39
4142,"4116703",Nova Aurora,PR,9171,40.0828699160397,59.9171300839603,-0.198342601679206,3676,5495,-1819
4143,"4116802",Nova Cantu,PR,4324,60.0370027752081,39.9629972247919,0.200740055504163,2596,1728,868
4144,"4116901",Nova Esperança,PR,14212,37.2713200112581,62.7286799887419,-0.254573599774838,5297,8915,-3618
4145,"4116950",Nova Esperança do Sudoeste,PR,3705,61.1605937921727,38.8394062078273,0.223211875843455,2266,1439,827
4146,"4117008",Nova Fátima,PR,9781,64.9320110418158,35.0679889581842,0.298640220836315,6351,3430,2921
4147,"4117057",Nova Laranjeiras,PR,6062,60.4750907291323,39.5249092708677,0.209501814582646,3666,2396,1270
4148,"4117107",Nova Londrina,PR,6930,46.031746031746,53.968253968254,-0.0793650793650794,3190,3740,-550
4149,"4117206",Nova Olímpia,PR,12246,49.5100440960314,50.4899559039686,-0.00979911807937285,6063,6183,-120
