fid,CD_MUN,NM_MUN,SIGLA,tot_13_22,porcent_13,porcent_22,normal_13_22,tot_13,tot_22,subt_13_22
876,"2210656",Sigefredo Pacheco,PI,6778,85.7332546473886,14.2667453526114,0.714665092947772,5811,967,4844
877,"2210706",Simões,PI,8603,86.899918633035,13.100081366965,0.7379983726607,7476,1127,6349
878,"2210805",Simplício Mendes,PI,7481,86.2317871942254,13.7682128057746,0.724635743884507,6451,1030,5421
879,"2210904",Socorro do Piauí,PI,3033,83.1849653808111,16.8150346191889,0.663699307616222,2523,510,2013
880,"2210938",Sussuapara,PI,4944,85.9021035598705,14.0978964401295,0.718042071197411,4247,697,3550
881,"2210953",Tamboril do Piauí,PI,1951,86.8272680676576,13.1727319323424,0.736545361353152,1694,257,1437
882,"2210979",Tanque do Piauí,PI,1792,84.7098214285714,15.2901785714286,0.694196428571429,1518,274,1244
883,"2211001",Teresina,PI,439629,68.5371074246694,31.4628925753306,0.370742148493389,301309,138320,162989
884,"2211100",União,PI,27548,80.6156526789604,19.3843473210396,0.612313053579207,22208,5340,16868
885,"2211209",Uruçuí,PI,13263,72.2385583955365,27.7614416044635,0.444771167910729,9581,3682,5899
886,"2211308",Valença do Piauí,PI,12274,81.0901091738635,18.9098908261366,0.621802183477269,9953,2321,7632
887,"2211357",Várzea Branca,PI,3522,91.396933560477,8.603066439523,0.82793867120954,3219,303,2916
888,"2211407",Várzea Grande,PI,135843,43.9669324146257,56.0330675853743,-0.120661351707486,59726,76117,-16391
889,"2211506",Vera Mendes,PI,2453,88.6261720342438,11.3738279657562,0.772523440684876,2174,279,1895
890,"2211605",Vila Nova do Piauí,PI,2242,83.5414808206958,16.4585191793042,0.670829616413916,1873,369,1504
891,"2211704",Wall Ferraz,PI,3239,82.2784810126582,17.7215189873418,0.645569620253165,2665,574,2091
892,"2300101",Abaiara,CE,5464,89.1288433382138,10.8711566617862,0.782576866764275,4870,594,4276
893,"2300150",Acarape,CE,9121,65.7384058765486,34.2615941234514,0.314768117530973,5996,3125,2871
894,"2300200",Acaraú,CE,32839,74.7617162520174,25.2382837479826,0.495234325040348,24551,8288,16263
895,"2300309",Acopiara,CE,27592,85.6842563061757,14.3157436938243,0.713685126123514,23642,3950,19692
896,"2300408",Aiuaba,CE,7834,89.481746234363,10.518253765637,0.789634924687261,7010,824,6186
897,"2300507",Alcântaras,CE,6558,87.7554132357426,12.2445867642574,0.755108264714852,5755,803,4952
898,"2300606",Altaneira,CE,4633,92.4454996762357,7.5545003237643,0.848909993524714,4283,350,3933
899,"2300705",Alto Santo,CE,9274,83.8041837394867,16.1958162605133,0.676083674789735,7772,1502,6270
900,"2300754",Amontada,CE,24717,79.7305498240078,20.2694501759922,0.594610996480155,19707,5010,14697
901,"2300804",Antonina do Norte,CE,4691,88.6164996802388,11.3835003197612,0.772329993604775,4157,534,3623
902,"2300903",Apuiarés,CE,9325,81.4155495978552,18.5844504021448,0.628310991957105,7592,1733,5859
903,"2301000",Aquiraz,CE,47198,67.5918471121658,32.4081528878342,0.351836942243315,31902,15296,16606
904,"2301109",Aracati,CE,41666,72.5171602745644,27.4828397254356,0.450343205491288,30215,11451,18764
905,"2301208",Aracoiaba,CE,18931,78.2261898473404,21.7738101526597,0.564523796946807,14809,4122,10687
906,"2301257",Ararendá,CE,6790,80.1325478645066,19.8674521354934,0.602650957290133,5441,1349,4092
907,"2301307",Araripe,CE,12095,92.8400165357586,7.15998346424142,0.856800330715172,11229,866,10363
908,"2301406",Aratuba,CE,8701,80.9217331341225,19.0782668658775,0.61843466268245,7041,1660,5381
909,"2301505",Arneiroz,CE,4890,83.7014314928425,16.2985685071575,0.674028629856851,4093,797,3296
910,"2301604",Assaré,CE,13314,88.5308697611537,11.4691302388463,0.770617395223073,11787,1527,10260
911,"2301703",Aurora,CE,17985,71.6207951070336,28.3792048929664,0.432415902140673,12881,5104,7777
912,"2301802",Baixio,CE,3991,87.9979954898522,12.0020045101478,0.759959909797043,3512,479,3033
913,"2301851",Banabuiú,CE,11487,84.4955166710194,15.5044833289806,0.689910333420388,9706,1781,7925
914,"2301901",Barbalha,CE,36165,78.2635144476704,21.7364855523296,0.565270288953408,28304,7861,20443
915,"2301950",Barreira,CE,13716,63.9472149314669,36.0527850685331,0.278944298629338,8771,4945,3826
916,"2302008",Barro,CE,11644,89.333562349708,10.666437650292,0.78667124699416,10402,1242,9160
917,"2302057",Barroquinha,CE,9959,83.4119891555377,16.5880108444623,0.668239783110754,8307,1652,6655
918,"2302107",Baturité,CE,20422,78.6064048575066,21.3935951424934,0.572128097150132,16053,4369,11684
919,"2302206",Beberibe,CE,32795,72.9531940844641,27.0468059155359,0.459063881689282,23925,8870,15055
920,"2302305",Bela Cruz,CE,14219,73.0360784865321,26.9639215134679,0.460721569730642,10385,3834,6551
921,"2302404",Boa Viagem,CE,30086,88.4398058897826,11.5601941102174,0.768796117795652,26608,3478,23130
922,"2302503",Brejo Santo,CE,26907,83.5061508157729,16.4938491842272,0.670123016315457,22469,4438,18031
923,"2302602",Camocim,CE,32749,73.9472961006443,26.0527038993557,0.478945922012886,24217,8532,15685
924,"2302701",Campos Sales,CE,14421,87.9897371888219,12.0102628111781,0.759794743776437,12689,1732,10957
925,"2302800",Canindé,CE,42826,81.455190771961,18.544809228039,0.629103815439219,34884,7942,26942
926,"2302909",Capistrano,CE,11952,82.5301204819277,17.4698795180723,0.650602409638554,9864,2088,7776
927,"2303006",Caridade,CE,12957,83.1751176969978,16.8248823030022,0.663502353939955,10777,2180,8597
928,"2303105",Cariré,CE,10575,77.371158392435,22.628841607565,0.5474231678487,8182,2393,5789
929,"2303204",Caririaçu,CE,17554,84.7499145493905,15.2500854506095,0.694998290987809,14877,2677,12200
930,"2303303",Cariús,CE,11362,85.3194860059849,14.6805139940151,0.706389720119697,9694,1668,8026
931,"2303402",Carnaubal,CE,9310,74.468313641246,25.531686358754,0.489366272824919,6933,2377,4556
932,"2303501",Cascavel,CE,211527,41.8636864324649,58.1363135675351,-0.162726271350702,88553,122974,-34421
933,"2303600",Catarina,CE,6220,85.3376205787781,14.6623794212219,0.706752411575563,5308,912,4396
934,"2303659",Catunda,CE,6385,87.8778386844166,12.1221613155834,0.757556773688332,5611,774,4837
935,"2303709",Caucaia,CE,177239,64.336855883863,35.663144116137,0.286737117677261,114030,63209,50821
936,"2303808",Cedro,CE,21261,86.185974319176,13.814025680824,0.723719486383519,18324,2937,15387
937,"2303907",Chaval,CE,7640,84.9869109947644,15.0130890052356,0.699738219895288,6493,1147,5346
938,"2303931",Choró,CE,8614,84.6064546087764,15.3935453912236,0.692129092175528,7288,1326,5962
939,"2303956",Chorozinho,CE,13032,76.3735420503376,23.6264579496624,0.527470841006753,9953,3079,6874
940,"2304004",Coreaú,CE,13628,80.606105077781,19.393894922219,0.612122101555621,10985,2643,8342
941,"2304103",Crateús,CE,41702,79.8378974629514,20.1621025370486,0.596757949259028,33294,8408,24886
942,"2304202",Crato,CE,73527,85.9507391842452,14.0492608157548,0.719014783684905,63197,10330,52867
943,"2304236",Croatá,CE,9832,85.0793327908869,14.9206672091131,0.701586655817738,8365,1467,6898
944,"2304251",Cruz,CE,15601,68.5532978655214,31.4467021344786,0.371065957310429,10695,4906,5789
945,"2304269",Deputado Irapuan Pinheiro,CE,5392,89.7626112759644,10.2373887240356,0.795252225519288,4840,552,4288
946,"2304277",Ereré,CE,4009,87.1539037166376,12.8460962833624,0.743078074332751,3494,515,2979
947,"2304285",Eusébio,CE,37518,58.0787888480196,41.9212111519804,0.161575776960392,21790,15728,6062
948,"2304301",Farias Brito,CE,12552,89.587316762269,10.412683237731,0.791746335245379,11245,1307,9938
949,"2304350",Forquilha,CE,12834,71.5365435561789,28.4634564438211,0.430730871123578,9181,3653,5528
950,"2304400",Fortaleza,CE,1332171,60.2031571022038,39.7968428977962,0.204063142044077,802009,530162,271847
951,"2304459",Fortim,CE,11521,70.6622689002691,29.3377310997309,0.413245378005382,8141,3380,4761
952,"2304509",Frecheirinha,CE,9233,76.8764215314632,23.1235784685368,0.537528430629265,7098,2135,4963
953,"2304608",General Sampaio,CE,5600,82.9464285714286,17.0535714285714,0.658928571428572,4645,955,3690
954,"2304657",Graça,CE,8588,89.5784816022357,10.4215183977643,0.791569632044714,7693,895,6798
955,"2304707",Granja,CE,30728,87.9230669096589,12.0769330903411,0.758461338193179,27017,3711,23306
956,"2304806",Granjeiro,CE,4159,89.0839144025006,10.9160855974994,0.781678288050012,3705,454,3251
957,"2304905",Groaíras,CE,6299,71.5351643117955,28.4648356882045,0.43070328623591,4506,1793,2713
958,"2304954",Guaiúba,CE,15296,77.7196652719665,22.2803347280335,0.554393305439331,11888,3408,8480
959,"2305001",Guaraciaba do Norte,CE,22459,78.1023197827152,21.8976802172848,0.562046395654303,17541,4918,12623
960,"2305100",Guaramiranga,CE,4454,80.3547373147732,19.6452626852268,0.607094746295465,3579,875,2704
961,"2305209",Hidrolândia,CE,23606,62.0689655172414,37.9310344827586,0.241379310344828,14652,8954,5698
962,"2305233",Horizonte,CE,42985,66.7279283470978,33.2720716529022,0.334558566941956,28683,14302,14381
963,"2305266",Ibaretama,CE,9424,82.8629032258064,17.1370967741935,0.657258064516129,7809,1615,6194
964,"2305308",Ibiapina,CE,12689,77.3346993458901,22.6653006541099,0.546693986917803,9813,2876,6937
965,"2305332",Ibicuitinga,CE,9282,77.914242620125,22.085757379875,0.5582848524025,7232,2050,5182
966,"2305357",Icapuí,CE,13035,72.3436900652091,27.6563099347909,0.446873801304181,9430,3605,5825
967,"2305407",Icó,CE,35039,81.9087302719826,18.0912697280174,0.638174605439653,28700,6339,22361
968,"2305506",Iguatu,CE,54538,82.5222780446661,17.4777219553339,0.650445560893322,45006,9532,35474
969,"2305605",Independência,CE,19355,69.4549212089899,30.5450787910101,0.389098424179799,13443,5912,7531
970,"2305654",Ipaporanga,CE,7205,83.1505898681471,16.8494101318529,0.663011797362942,5991,1214,4777
971,"2305704",Ipaumirim,CE,6832,85.9923887587822,14.0076112412178,0.719847775175644,5875,957,4918
972,"2305803",Ipu,CE,23345,82.2745769972157,17.7254230027843,0.645491539944314,19207,4138,15069
973,"2305902",Ipueiras,CE,22174,80.6124289708668,19.3875710291332,0.612248579417336,17875,4299,13576
974,"2306009",Iracema,CE,13127,66.1156395215967,33.8843604784033,0.322312790431934,8679,4448,4231
975,"2306108",Irauçuba,CE,14217,83.6815080537385,16.3184919462615,0.67363016107477,11897,2320,9577
976,"2306207",Itaiçaba,CE,5229,73.6660929432014,26.3339070567986,0.473321858864028,3852,1377,2475
977,"2306256",Itaitinga,CE,23234,67.586295945597,32.413704054403,0.351725918911939,15703,7531,8172
978,"2306306",Itapajé,CE,29176,67.2710446942693,32.7289553057307,0.345420893885385,19627,9549,10078
979,"2306405",Itapipoca,CE,72061,79.8351396733323,20.1648603266677,0.596702793466646,57530,14531,42999
980,"2306504",Itapiúna,CE,11594,78.5492496118682,21.4507503881318,0.570984992237364,9107,2487,6620
981,"2306553",Itarema,CE,22542,67.4163783160323,32.5836216839677,0.348327566320646,15197,7345,7852
982,"2306603",Itatira,CE,13134,84.627683873915,15.372316126085,0.692553677478301,11115,2019,9096
983,"2306702",Jaguaretama,CE,11247,85.5517026762692,14.4482973237308,0.711034053525385,9622,1625,7997
984,"2306801",Jaguaribara,CE,6511,82.0304100752573,17.9695899247427,0.640608201505145,5341,1170,4171
985,"2306900",Jaguaribe,CE,20744,82.6214809101427,17.3785190898573,0.652429618202854,17139,3605,13534
986,"2307007",Jaguaruana,CE,20317,71.7724073436039,28.2275926563961,0.435448146872078,14582,5735,8847
987,"2307106",Jardim,CE,26937,65.7088762668449,34.2911237331551,0.314177525336897,17700,9237,8463
988,"2307205",Jati,CE,4872,86.6379310344828,13.3620689655172,0.732758620689655,4221,651,3570
989,"2307254",Jijoca de Jericoacoara,CE,13304,69.8812387251954,30.1187612748046,0.397624774503909,9297,4007,5290
990,"2307304",Juazeiro do Norte,CE,138976,78.458870596362,21.541129403638,0.569177411927239,109039,29937,79102
991,"2307403",Jucás,CE,13395,81.9634191862635,18.0365808137365,0.639268383725271,10979,2416,8563
992,"2307502",Lavras da Mangabeira,CE,16233,86.0531017064005,13.9468982935995,0.721062034128011,13969,2264,11705
993,"2307601",Limoeiro do Norte,CE,34693,78.2232727063096,21.7767272936904,0.564465454126193,27138,7555,19583
994,"2307635",Madalena,CE,10491,84.9108759889429,15.0891240110571,0.698217519778858,8908,1583,7325
995,"2307650",Maracanaú,CE,130596,62.9552206805721,37.0447793194279,0.259104413611443,82217,48379,33838
996,"2307700",Maranguape,CE,61413,68.094703075896,31.905296924104,0.36189406151792,41819,19594,22225
997,"2307809",Marco,CE,16122,55.3529338791713,44.6470661208287,0.107058677583426,8924,7198,1726
998,"2307908",Martinópole,CE,7760,86.3144329896907,13.6855670103093,0.726288659793814,6698,1062,5636
999,"2308005",Massapê,CE,21961,76.7223714767087,23.2776285232913,0.534447429534174,16849,5112,11737
1000,"2308104",Mauriti,CE,25089,80.8999960141895,19.1000039858105,0.61799992028379,20297,4792,15505
1001,"2308203",Meruoca,CE,8684,83.3371718102257,16.6628281897743,0.666743436204514,7237,1447,5790
1002,"2308302",Milagres,CE,22586,86.102010094749,13.897989905251,0.722040201894979,19447,3139,16308
1003,"2308351",Milhã,CE,8325,86.7627627627628,13.2372372372372,0.735255255255255,7223,1102,6121
1004,"2308377",Miraíma,CE,8796,86.93724420191,13.06275579809,0.738744884038199,7647,1149,6498
1005,"2308401",Missão Velha,CE,21876,85.4269519107698,14.5730480892302,0.708539038215396,18688,3188,15500
1006,"2308500",Mombaça,CE,22593,83.3134156597176,16.6865843402824,0.666268313194352,18823,3770,15053
1007,"2308609",Monsenhor Tabosa,CE,10365,83.92667631452,16.07332368548,0.6785335262904,8699,1666,7033
1008,"2308708",Morada Nova,CE,40235,76.2619609792469,23.7380390207531,0.525239219584938,30684,9551,21133
1009,"2308807",Moraújo,CE,5586,80.7554600787684,19.2445399212317,0.615109201575367,4511,1075,3436
1010,"2308906",Morrinhos,CE,37812,48.1884057971014,51.8115942028985,-0.036231884057971,18221,19591,-1370
1011,"2309003",Mucambo,CE,8300,82.2168674698795,17.7831325301205,0.64433734939759,6824,1476,5348
1012,"2309102",Mulungu,CE,13304,78.0892964521948,21.9107035478052,0.561785929043897,10389,2915,7474
1013,"2309201",Nova Olinda,CE,18565,75.4915162941018,24.5084837058982,0.509830325882036,14015,4550,9465
1014,"2309300",Nova Russas,CE,16972,74.0337025689371,25.9662974310629,0.480674051378741,12565,4407,8158
1015,"2309409",Novo Oriente,CE,16012,85.0674494129403,14.9325505870597,0.701348988258806,13621,2391,11230
1016,"2309458",Ocara,CE,18251,76.8451043778423,23.1548956221577,0.536902087556846,14025,4226,9799
1017,"2309508",Orós,CE,12736,81.3206658291457,18.6793341708543,0.626413316582915,10357,2379,7978
1018,"2309607",Pacajus,CE,38635,65.9790345541607,34.0209654458393,0.319580691083215,25491,13144,12347
1019,"2309706",Pacatuba,CE,47619,68.4642684642685,31.5357315357315,0.369285369285369,32602,15017,17585
1020,"2309805",Pacoti,CE,7563,81.1053814623827,18.8946185376173,0.622107629247653,6134,1429,4705
1021,"2309904",Pacujá,CE,4229,89.5720028375502,10.4279971624498,0.791440056751005,3788,441,3347
1022,"2310001",Palhano,CE,6628,70.9716354858177,29.0283645141823,0.419432709716355,4704,1924,2780
1023,"2310100",Palmácia,CE,6977,78.3861258420525,21.6138741579475,0.567722516841049,5469,1508,3961
1024,"2310209",Paracuru,CE,23362,71.856005478983,28.143994521017,0.437120109579659,16787,6575,10212
1025,"2310258",Paraipaba,CE,19647,65.0837277955922,34.9162722044078,0.301674555911844,12787,6860,5927
1026,"2310308",Parambu,CE,18294,74.7348857548923,25.2651142451077,0.494697715097846,13672,4622,9050
1027,"2310407",Paramoti,CE,7563,81.4359381197937,18.5640618802063,0.628718762395875,6159,1404,4755
1028,"2310506",Pedra Branca,CE,26634,88.0340917624089,11.965908237591,0.760681835248179,23447,3187,20260
1029,"2310605",Penaforte,CE,6019,85.1968765575677,14.8031234424323,0.703937531151354,5128,891,4237
1030,"2310704",Pentecoste,CE,24509,77.9999183973234,22.0000816026766,0.559998367946469,19117,5392,13725
1031,"2310803",Pereiro,CE,10239,86.4439886707686,13.5560113292314,0.728879773415373,8851,1388,7463
1032,"2310852",Pindoretama,CE,14454,74.4499792444998,25.5500207555002,0.488999584889996,10761,3693,7068
1033,"2310902",Piquet Carneiro,CE,9029,86.1446450326725,13.8553549673275,0.72289290065345,7778,1251,6527
1034,"2310951",Pires Ferreira,CE,5954,82.7678871346994,17.2321128653006,0.655357742693987,4928,1026,3902
1035,"2311009",Poranga,CE,6947,87.7213185547718,12.2786814452282,0.754426371095437,6094,853,5241
1036,"2311108",Porteiras,CE,10046,88.5626119848696,11.4373880151304,0.771252239697392,8897,1149,7748
1037,"2311207",Potengi,CE,5551,92.0194559538822,7.98054404611782,0.840389119077644,5108,443,4665
1038,"2311231",Potiretama,CE,4648,86.6824440619621,13.3175559380379,0.733648881239243,4029,619,3410
1039,"2311264",Quiterianópolis,CE,11939,85.4259150682637,14.5740849317363,0.708518301365273,10199,1740,8459
1040,"2311306",Quixadá,CE,44381,67.1007863725468,32.8992136274532,0.342015727450936,29780,14601,15179
1041,"2311355",Quixelô,CE,11268,87.01632942847,12.98367057153,0.7403265885694,9805,1463,8342
1042,"2311405",Quixeramobim,CE,42881,82.1972435344325,17.8027564655675,0.64394487068865,35247,7634,27613
1043,"2311504",Quixeré,CE,13337,78.4509259953513,21.5490740046487,0.569018519907026,10463,2874,7589
1044,"2311603",Redenção,CE,61750,44.3951417004049,55.6048582995951,-0.112097165991903,27414,34336,-6922
1045,"2311702",Reriutaba,CE,10975,84.5375854214123,15.4624145785877,0.690751708428246,9278,1697,7581
1046,"2311801",Russas,CE,42637,73.7927152473204,26.2072847526796,0.475854304946408,31463,11174,20289
1047,"2311900",Saboeiro,CE,8727,84.7713991062221,15.2286008937779,0.695427982124441,7398,1329,6069
1048,"2311959",Salitre,CE,9850,85.9086294416244,14.0913705583756,0.718172588832487,8462,1388,7074
1049,"2312007",Santana do Acaraú,CE,18889,81.9471650166764,18.0528349833236,0.638943300333527,15479,3410,12069
1050,"2312106",Santana do Cariri,CE,10102,91.1601663037022,8.83983369629776,0.823203326074045,9209,893,8316
1051,"2312205",Santa Quitéria,CE,23925,84.8108672936259,15.1891327063741,0.696217345872518,20291,3634,16657
1052,"2312304",São Benedito,CE,24963,77.4946921443737,22.5053078556263,0.549893842887473,19345,5618,13727
1053,"2312403",São Gonçalo do Amarante,CE,89777,63.5151542154449,36.4848457845551,0.270303084308899,57022,32755,24267
1054,"2312502",São João do Jaguaribe,CE,4367,85.4133272269292,14.5866727730708,0.708266544538585,3730,637,3093
1055,"2312601",São Luís do Curu,CE,8455,76.274393849793,23.725606150207,0.52548787699586,6449,2006,4443
1056,"2312700",Senador Pompeu,CE,14813,76.1493282927159,23.8506717072841,0.522986565854317,11280,3533,7747
1057,"2312809",Senador Sá,CE,4888,78.8052373158756,21.1947626841244,0.576104746317512,3852,1036,2816
1058,"2312908",Sobral,CE,96362,69.2150432743198,30.7849567256802,0.384300865486395,66697,29665,37032
1059,"2313005",Solonópole,CE,10714,86.1489639723726,13.8510360276274,0.722979279447452,9230,1484,7746
1060,"2313104",Tabuleiro do Norte,CE,18353,82.1391598103852,17.8608401896148,0.642783196207704,15075,3278,11797
1061,"2313203",Tamboril,CE,15154,83.1199683251947,16.8800316748053,0.662399366503894,12596,2558,10038
1062,"2313252",Tarrafas,CE,5179,89.8242904035528,10.1757095964472,0.796485808071056,4652,527,4125
1063,"2313302",Tauá,CE,31285,71.9482179958447,28.0517820041553,0.438964359916893,22509,8776,13733
1064,"2313351",Tejuçuoca,CE,11354,81.8037695966179,18.1962304033821,0.636075391932359,9288,2066,7222
1065,"2313401",Tianguá,CE,40870,66.8509909469048,33.1490090530952,0.337019818938096,27322,13548,13774
1066,"2313500",Trairi,CE,33921,76.1062468677221,23.8937531322779,0.522124937354441,25816,8105,17711
1067,"2313559",Tururu,CE,11061,77.7054515866558,22.2945484133442,0.554109031733116,8595,2466,6129
1068,"2313609",Ubajara,CE,17645,71.4933408897705,28.5066591102295,0.42986681779541,12615,5030,7585
1069,"2313708",Umari,CE,4393,80.1502390166173,19.8497609833827,0.603004780332347,3521,872,2649
1070,"2313757",Umirim,CE,11357,79.3255261072466,20.6744738927534,0.586510522144933,9009,2348,6661
1071,"2313807",Uruburetama,CE,13396,75.7912809793968,24.2087190206032,0.515825619587937,10153,3243,6910
1072,"2313906",Uruoca,CE,8270,81.1003627569528,18.8996372430472,0.622007255139057,6707,1563,5144
1073,"2313955",Varjota,CE,9957,73.9781058551773,26.0218941448227,0.479562117103545,7366,2591,4775
1074,"2314003",Várzea Alegre,CE,22975,84.6615886833515,15.3384113166485,0.693231773667029,19451,3524,15927
1075,"2314102",Viçosa do Ceará,CE,32627,80.0410702792166,19.9589297207834,0.600821405584332,26115,6512,19603
1076,"2400109",Acari,RN,6671,70.4991755359017,29.5008244640983,0.409983510718033,4703,1968,2735
1077,"2400208",Assú,RN,32580,76.4548802946593,23.5451197053407,0.529097605893186,24909,7671,17238
1078,"2400307",Afonso Bezerra,RN,7267,74.0745837346911,25.9254162653089,0.481491674693821,5383,1884,3499
1079,"2400406",Água Nova,RN,2158,88.693234476367,11.306765523633,0.77386468952734,1914,244,1670
1080,"2400505",Alexandria,RN,8473,86.6753216098194,13.3246783901806,0.733506432196388,7344,1129,6215
1081,"2400604",Almino Afonso,RN,3970,83.5768261964735,16.4231738035264,0.671536523929471,3318,652,2666
1082,"2400703",Alto do Rodrigues,RN,8511,82.1172600164493,17.8827399835507,0.642345200328986,6989,1522,5467
1083,"2400802",Angicos,RN,7433,70.7924122157944,29.2075877842056,0.415848244315889,5262,2171,3091
1084,"2400901",Antônio Martins,RN,4517,86.6725702900155,13.3274297099845,0.73345140580031,3915,602,3313
1085,"2401008",Apodi,RN,22058,79.9981865989664,20.0018134010336,0.599963731979327,17646,4412,13234
1086,"2401107",Areia Branca,RN,25872,71.7377860235003,28.2622139764997,0.434755720470006,18560,7312,11248
1087,"2401206",Arez,RN,8347,71.7024080507967,28.2975919492033,0.434048161015934,5985,2362,3623
1088,"2401305",Campo Grande,RN,467875,39.8290141597649,60.1709858402351,-0.203419716804702,186350,281525,-95175
1089,"2401404",Baía Formosa,RN,5133,64.8158971361777,35.1841028638223,0.296317942723553,3327,1806,1521
1090,"2401453",Baraúna,RN,18739,73.2483056726613,26.7516943273387,0.464966113453226,13726,5013,8713
1091,"2401503",Barcelona,RN,7426,70.9803393482359,29.0196606517641,0.419606786964719,5271,2155,3116
1092,"2401602",Bento Fernandes,RN,3751,80.6718208477739,19.3281791522261,0.613436416955479,3026,725,2301
1093,"2401651",Bodó,RN,2528,81.2895569620253,18.7104430379747,0.625791139240506,2055,473,1582
1094,"2401701",Bom Jesus,RN,31123,66.6966552067603,33.3033447932397,0.333933104135205,20758,10365,10393
1095,"2401800",Brejinho,RN,12359,77.4739056557974,22.5260943442026,0.549478113115948,9575,2784,6791
1096,"2401859",Caiçara do Norte,RN,3930,69.8727735368957,30.1272264631043,0.397455470737913,2746,1184,1562
1097,"2401909",Caiçara do Rio do Vento,RN,2914,75.4975978037063,24.5024021962938,0.509951956074125,2200,714,1486
1098,"2402006",Caicó,RN,33860,68.0567040756054,31.9432959243946,0.361134081512109,23044,10816,12228
1099,"2402105",Campo Redondo,RN,6320,84.1139240506329,15.8860759493671,0.682278481012658,5316,1004,4312
1100,"2402204",Canguaretama,RN,17443,77.5268015822966,22.4731984177034,0.550536031645933,13523,3920,9603
1101,"2402303",Caraúbas,RN,17400,81.0114942528736,18.9885057471264,0.620229885057471,14096,3304,10792
1102,"2402402",Carnaúba dos Dantas,RN,4285,59.1598599766628,40.8401400233372,0.183197199533255,2535,1750,785
1103,"2402501",Carnaubais,RN,6534,79.4612794612795,20.5387205387205,0.589225589225589,5192,1342,3850
1104,"2402600",Ceará-Mirim,RN,42493,75.0500082366507,24.9499917633493,0.501000164733015,31891,10602,21289
1105,"2402709",Cerro Corá,RN,6407,80.2715779616045,19.7284220383955,0.60543155923209,5143,1264,3879
1106,"2402808",Coronel Ezequiel,RN,3271,79.761540813207,20.238459186793,0.595230816264139,2609,662,1947
1107,"2402907",Coronel João Pessoa,RN,2957,84.7818735204599,15.2181264795401,0.695637470409199,2507,450,2057
1108,"2403004",Cruzeta,RN,4954,78.118691966088,21.881308033912,0.56237383932176,3870,1084,2786
1109,"2403103",Currais Novos,RN,22609,65.3500818258216,34.6499181741784,0.307001636516432,14775,7834,6941
1110,"2403202",Doutor Severiano,RN,4550,87.2527472527473,12.7472527472527,0.745054945054945,3970,580,3390
1111,"2403251",Parnamirim,RN,115339,52.5485742030016,47.4514257969984,0.0509714840600317,60609,54730,5879
1112,"2403301",Encanto,RN,3703,87.2535781798542,12.7464218201458,0.745071563597083,3231,472,2759
1113,"2403400",Equador,RN,3458,71.1104684788895,28.8895315211105,0.422209369577791,2459,999,1460
1114,"2403509",Espírito Santo,RN,5569,59.7593822948465,40.2406177051535,0.195187645896929,3328,2241,1087
1115,"2403608",Extremoz,RN,21585,59.0826963168867,40.9173036831133,0.181653926337735,12753,8832,3921
1116,"2403707",Felipe Guerra,RN,5439,84.4640558926273,15.5359441073727,0.689281117852546,4594,845,3749
1117,"2403756",Fernando Pedroza,RN,2456,73.0048859934853,26.9951140065147,0.460097719869707,1793,663,1130
1118,"2403806",Florânia,RN,6199,76.96402645588,23.03597354412,0.5392805291176,4771,1428,3343
1119,"2403905",Francisco Dantas,RN,2128,83.5526315789474,16.4473684210526,0.671052631578947,1778,350,1428
1120,"2404002",Frutuoso Gomes,RN,3128,84.8145780051151,15.1854219948849,0.696291560102302,2653,475,2178
1121,"2404101",Galinhos,RN,1987,58.4801207851032,41.5198792148968,0.169602415702063,1162,825,337
1122,"2404200",Goianinha,RN,15584,66.452772073922,33.547227926078,0.329055441478439,10356,5228,5128
1123,"2404309",Governador Dix-Sept Rosado,RN,8859,81.1604018512247,18.8395981487753,0.623208037024495,7190,1669,5521
1124,"2404408",Grossos,RN,6870,71.6739446870451,28.3260553129549,0.433478893740902,4924,1946,2978
1125,"2404507",Guamaré,RN,10998,72.2858701582106,27.7141298417894,0.445717403164212,7950,3048,4902
1126,"2404606",Ielmo Marinho,RN,8347,70.4085300107823,29.5914699892177,0.408170600215646,5877,2470,3407
1127,"2404705",Ipanguaçu,RN,9692,83.1613702022287,16.8386297977714,0.663227404044573,8060,1632,6428
1128,"2404804",Ipueira,RN,1593,80.9165097300691,19.0834902699309,0.618330194601381,1289,304,985
1129,"2404853",Itajá,RN,7472,63.5305139186296,36.4694860813704,0.270610278372591,4747,2725,2022
1130,"2404903",Itaú,RN,3728,80.0429184549356,19.9570815450644,0.600858369098712,2984,744,2240
1131,"2405009",Jaçanã,RN,4442,78.2980639351643,21.7019360648357,0.565961278703287,3478,964,2514
1132,"2405108",Jandaíra,RN,10403,80.2653080842065,19.7346919157935,0.60530616168413,8350,2053,6297
1133,"2405207",Janduís,RN,3381,82.8748890860692,17.1251109139308,0.657497781721384,2802,579,2223
1134,"2405306",Boa Saúde,RN,5533,63.925537682993,36.074462317007,0.278510753659859,3537,1996,1541
1135,"2405405",Japi,RN,4076,84.5191364082434,15.4808635917566,0.690382728164868,3445,631,2814
1136,"2405504",Jardim de Angicos,RN,2235,79.8657718120805,20.1342281879195,0.597315436241611,1785,450,1335
1137,"2405603",Jardim de Piranhas,RN,8247,84.6368376379289,15.3631623620711,0.692736752758579,6980,1267,5713
