fid,CD_MUN,NM_MUN,SIGLA,porcent_nulo_e_branco,13_Soma - QT_VOTOS,22_Soma - QT_VOTOS,branco_Soma - QT_VOTOS,nulo_Soma - QT_VOTOS,porcent_13,porcent_22,normal_13_22,subt_13_22
930,"2303303",Cariús,CE,3.47449313276651,9922,1885,128,297,84.0348945540781,15.9651054459219,0.680697891081562,8037
931,"2303402",Carnaubal,CE,4.97116176874485,7441,2939,120,423,71.6859344894027,28.3140655105973,0.433718689788054,4502
932,"2303501",Cascavel,CE,3.90816937465161,31901,14643,688,1205,68.5394465452045,31.4605534547955,0.370788930904091,17258
933,"2303600",Catarina,CE,3.47851939943511,5370,1123,57,177,82.7044509471739,17.2955490528261,0.654089018943478,4247
934,"2303659",Catunda,CE,2.3660908695021,5848,878,39,124,86.9461790068391,13.0538209931609,0.738923580136783,4970
935,"2303709",Caucaia,CE,3.9243480265449,121053,74827,2383,5618,61.79957116602,38.20042883398,0.2359914233204,46226
936,"2303808",Cedro,CE,3.77617148554337,12938,2504,143,463,83.7844838751457,16.2155161248543,0.675689677502914,10434
937,"2303907",Chaval,CE,3.34792381403052,6787,1383,108,175,83.0722154222766,16.9277845777234,0.661444308445532,5404
938,"2303931",Choró,CE,2.91295020887434,7107,1492,83,175,82.6491452494476,17.3508547505524,0.652982904988952,5615
939,"2303956",Chorozinho,CE,3.55430762909191,10340,3743,201,318,73.4218561386068,26.5781438613932,0.468437122772137,6597
940,"2304004",Coreaú,CE,3.56909826438732,11673,3106,184,363,78.9836930780161,21.0163069219839,0.579673861560322,8567
941,"2304103",Crateús,CE,3.94323125296119,34484,10119,430,1401,77.3131852117571,22.6868147882429,0.546263704235141,24365
942,"2304202",Crato,CE,2.8401429967467,66182,12363,701,1595,84.2599783563562,15.7400216436438,0.685199567127125,53819
943,"2304236",Croatá,CE,4.59156900472276,8978,1931,165,360,82.299019158493,17.700980841507,0.64598038316986,7047
944,"2304251",Cruz,CE,3.36747189135033,11076,6285,208,397,63.7981683082772,36.2018316917228,0.275963366165543,4791
945,"2304269",Deputado Irapuan Pinheiro,CE,2.95500335795836,5105,675,57,119,88.3217993079585,11.6782006920415,0.76643598615917,4430
946,"2304277",Ereré,CE,3.51037155231365,3630,603,48,106,85.7547838412473,14.2452161587527,0.715095676824947,3027
947,"2304285",Eusébio,CE,2.9639175257732,22957,18458,501,764,55.4316069057105,44.5683930942895,0.10863213811421,4499
948,"2304301",Farias Brito,CE,3.41756570849323,11723,1616,120,352,87.885148811755,12.114851188245,0.7577029762351,10107
949,"2304350",Forquilha,CE,4.87047944771676,10387,4633,294,475,69.1544607190413,30.8455392809587,0.383089214380826,5754
950,"2304400",Fortaleza,CE,3.88054924384349,880559,633009,19851,41255,58.1776966743483,41.8223033256517,0.163553933486966,247550
951,"2304459",Fortim,CE,3.36923949137442,8237,3694,138,278,69.0386388399967,30.9613611600034,0.380772776799933,4543
952,"2304509",Frecheirinha,CE,3.55808741128128,7822,2505,113,268,75.7431974435945,24.2568025564055,0.514863948871889,5317
953,"2304608",General Sampaio,CE,2.9724708664077,4708,1037,59,117,81.9495213228895,18.0504786771105,0.638990426457789,3671
954,"2304657",Graça,CE,3.58878891302099,8252,1070,81,266,88.5217764428234,11.4782235571766,0.770435528856468,7182
955,"2304707",Granja,CE,3.8682938061248,28855,4545,323,1021,86.3922155688623,13.6077844311377,0.727844311377245,24310
956,"2304806",Granjeiro,CE,2.76581274087509,3790,499,34,88,88.3655863837724,11.6344136162276,0.767311727675449,3291
957,"2304905",Groaíras,CE,5.59375826500926,4950,2189,177,246,69.3374422187981,30.6625577812018,0.386748844375963,2761
958,"2304954",Guaiúba,CE,2.53825382538254,12275,3967,124,299,75.5756680211797,24.4243319788203,0.511513360423593,8308
959,"2305001",Guaraciaba do Norte,CE,4.26615969581749,19222,5956,327,795,76.3444276749543,23.6555723250457,0.526888553499087,13266
960,"2305100",Guaramiranga,CE,2.96174413821473,3714,1004,42,102,78.7197965239508,21.2802034760492,0.574395930479016,2710
961,"2305209",Hidrolândia,CE,3.50077342668729,9353,2500,140,290,78.9082932590905,21.0917067409095,0.578165865181811,6853
962,"2305233",Horizonte,CE,4.14080781361278,30336,16774,728,1307,64.3939715559329,35.6060284440671,0.287879431118658,13562
963,"2305266",Ibaretama,CE,2.85279187817259,7718,1851,93,188,80.656285923294,19.343714076706,0.613125718465879,5867
964,"2305308",Ibiapina,CE,4.54994403107921,10830,3666,239,452,74.7102649006623,25.2897350993377,0.494205298013245,7164
965,"2305332",Ibicuitinga,CE,3.02907506838213,7301,2271,126,173,76.2745507730882,23.7254492269118,0.525491015461764,5030
966,"2305357",Icapuí,CE,3.11286793251923,9536,4190,199,242,69.4739909660498,30.5260090339502,0.389479819320997,5346
967,"2305407",Icó,CE,3.2840637035495,29903,7263,363,899,80.4579454339988,19.5420545660012,0.609158908679976,22640
968,"2305506",Iguatu,CE,3.29089598846985,46013,10351,633,1285,81.6354410616706,18.3645589383294,0.632708821233411,35662
969,"2305605",Independência,CE,3.38621110433191,11897,3938,148,407,75.131038838017,24.8689611619829,0.502620776760341,7959
970,"2305654",Ipaporanga,CE,2.83210566421133,6194,1457,50,173,80.9567376813488,19.0432623186512,0.619134753626977,4737
971,"2305704",Ipaumirim,CE,3.14708627817042,6113,1150,83,153,84.1663224562853,15.8336775437147,0.683326449125706,4963
972,"2305803",Ipu,CE,3.38368810559243,20404,4923,286,601,80.562245824614,19.437754175386,0.611244916492281,15481
973,"2305902",Ipueiras,CE,4.07190176800709,17858,4876,280,685,78.5519486232075,21.4480513767925,0.571038972464151,12982
974,"2306009",Iracema,CE,2.86520512263946,7408,1542,57,207,82.7709497206704,17.2290502793296,0.655418994413408,5866
975,"2306108",Irauçuba,CE,3.06417421468491,12352,2738,137,340,81.8555334658714,18.1444665341286,0.637110669317429,9614
976,"2306207",Itaiçaba,CE,3.25453922576225,4029,1619,73,117,71.3349858356941,28.6650141643059,0.426699716713881,2410
977,"2306256",Itaitinga,CE,3.61593150370767,16483,8733,303,643,65.3672271573604,34.6327728426396,0.307344543147208,7750
978,"2306306",Itapajé,CE,3.25030095379202,20562,10782,379,674,65.6010719754977,34.3989280245023,0.312021439509954,9780
979,"2306405",Itapipoca,CE,3.04188302207777,59133,17238,800,1596,77.4286050987941,22.571394901206,0.548572101975881,41895
980,"2306504",Itapiúna,CE,3.1741018555073,9375,2888,142,260,76.449482182174,23.550517817826,0.52898964364348,6487
981,"2306553",Itarema,CE,3.67099089152636,16026,8404,285,646,65.59967253377,34.40032746623,0.311993450675399,7622
982,"2306603",Itatira,CE,2.82140572809324,11401,2273,90,307,83.3772122275852,16.6227877724148,0.667544244551704,9128
983,"2306702",Jaguaretama,CE,2.80160091480846,9960,1940,121,222,83.6974789915966,16.3025210084034,0.673949579831933,8020
984,"2306801",Jaguaribara,CE,2.87307032590051,5508,1287,49,152,81.0596026490066,18.9403973509934,0.621192052980132,4221
985,"2306900",Jaguaribe,CE,3.03619569540814,17789,4151,198,489,81.0802187784868,18.9197812215132,0.621604375569736,13638
986,"2307007",Jaguaruana,CE,5.19838196058181,15108,6922,543,665,68.5792101679528,31.4207898320472,0.371584203359056,8186
987,"2307106",Jardim,CE,3.82494631145162,14126,2444,178,481,85.2504526252263,14.7495473747737,0.705009052504526,11682
988,"2307205",Jati,CE,4.02573529411765,4442,779,64,155,85.0794866883739,14.9205133116261,0.701589733767478,3663
989,"2307254",Jijoca de Jericoacoara,CE,3.19788569540799,9916,4735,163,321,67.6813869360453,32.3186130639547,0.353627738720906,5181
990,"2307304",Juazeiro do Norte,CE,3.35674157303371,115524,35858,1727,3531,76.3129037798417,23.6870962201583,0.526258075596834,79666
991,"2307403",Jucás,CE,4.11612903225806,11913,2949,219,419,80.1574485264433,19.8425514735567,0.603148970528866,8964
992,"2307502",Lavras da Mangabeira,CE,3.5607012178472,14941,2718,171,481,84.6084149725353,15.3915850274647,0.692168299450705,12223
993,"2307601",Limoeiro do Norte,CE,3.96655450188641,28662,9010,497,1059,76.0830324909747,23.9169675090253,0.521660649819495,19652
994,"2307635",Madalena,CE,2.52597635256181,9073,1809,94,188,83.3762176070575,16.6237823929425,0.667524352141151,7264
995,"2307650",Maracanaú,CE,3.66148462750755,87588,56677,1736,3747,60.7132707170831,39.2867292829169,0.214265414341663,30911
996,"2307700",Maranguape,CE,3.37732805396686,43391,22496,756,1547,65.8566940367599,34.1433059632401,0.317133880735198,20895
997,"2307809",Marco,CE,3.85581649371928,9504,8100,268,438,53.9877300613497,46.0122699386503,0.0797546012269939,1404
998,"2307908",Martinópole,CE,3.22425985856407,6839,1235,80,189,84.7039881099827,15.2960118900173,0.694079762199653,5604
999,"2308005",Massapê,CE,4.3996120271581,18279,6362,412,722,74.1812426443732,25.8187573556268,0.483624852887464,11917
1000,"2308104",Mauriti,CE,3.81145211707872,21178,5901,306,767,78.2082056205916,21.7917943794084,0.564164112411832,15277
1001,"2308203",Meruoca,CE,4.77737435505446,7965,2001,191,309,79.9217338952438,20.0782661047562,0.598434677904877,5964
1002,"2308302",Milagres,CE,3.31403926909545,15045,1993,158,426,88.3026176781312,11.6973823218688,0.766052353562625,13052
1003,"2308351",Milhã,CE,2.38173999338406,7535,1318,61,155,85.1123912797922,14.8876087202078,0.702247825595843,6217
1004,"2308377",Miraíma,CE,2.58373205741627,7875,1287,81,162,85.9528487229862,14.0471512770138,0.719056974459725,6588
1005,"2308401",Missão Velha,CE,3.58846796884557,19730,3913,246,634,83.4496468299285,16.5503531700715,0.668992936598571,15817
1006,"2308500",Mombaça,CE,3.61460203470975,19782,4377,248,658,81.8825282503415,18.1174717496585,0.63765056500683,15405
1007,"2308609",Monsenhor Tabosa,CE,3.68895966029724,9005,1882,125,292,82.7133278221732,17.2866721778268,0.654266556443465,7123
1008,"2308708",Morada Nova,CE,3.76585711439261,32225,11243,508,1193,74.1349958590227,25.8650041409773,0.482699917180455,20982
1009,"2308807",Moraújo,CE,3.74093605800923,4578,1263,87,140,78.376990241397,21.623009758603,0.567539804827941,3315
1010,"2308906",Morrinhos,CE,3.21129927622795,7180,6594,193,264,52.1271961666909,47.8728038333091,0.0425439233338174,586
1011,"2309003",Mucambo,CE,4.34827302631579,7514,1791,146,277,80.7522837184309,19.247716281569,0.615045674368619,5723
1012,"2309102",Mulungu,CE,3.24106273473362,5363,1593,83,150,77.0989074180564,22.9010925819436,0.541978148361127,3770
1013,"2309201",Nova Olinda,CE,3.2258064516129,8120,1660,109,217,83.0265848670757,16.9734151329243,0.660531697341513,6460
1014,"2309300",Nova Russas,CE,3.56412809895697,12706,5693,178,502,69.0581009837491,30.9418990162509,0.381162019674982,7013
1015,"2309409",Novo Oriente,CE,3.84185838731293,14414,2806,187,501,83.7049941927991,16.2950058072009,0.674099883855982,11608
1016,"2309458",Ocara,CE,3.0055066646081,14105,4742,227,357,74.8394970021754,25.1605029978246,0.496789940043508,9363
1017,"2309508",Orós,CE,2.87599512300079,10833,2709,88,313,79.9955693398316,20.0044306601684,0.599911386796633,8124
1018,"2309607",Pacajus,CE,4.12039018675798,27190,15370,688,1141,63.8862781954887,36.1137218045113,0.277725563909774,11820
1019,"2309706",Pacatuba,CE,3.4801595258784,27327,15994,476,1086,63.0802613051407,36.9197386948593,0.261605226102814,11333
1020,"2309805",Pacoti,CE,3.50690754516472,6438,1734,78,219,78.7812041116006,21.2187958883994,0.575624082232012,4704
1021,"2309904",Pacujá,CE,3.57965250157002,4028,578,62,109,87.4511506730352,12.5488493269648,0.749023013460703,3450
1022,"2310001",Palhano,CE,3.23870451819272,5005,2255,96,147,68.9393939393939,31.0606060606061,0.378787878787879,2750
1023,"2310100",Palmácia,CE,3.28405076540625,5572,1820,75,176,75.3787878787879,24.6212121212121,0.507575757575757,3752
1024,"2310209",Paracuru,CE,3.46057932092845,17580,7583,292,610,69.8644835671422,30.1355164328578,0.397289671342845,9997
1025,"2310258",Paraipaba,CE,3.57225060995258,13211,7736,298,478,63.0686971881415,36.9313028118585,0.26137394376283,5475
1026,"2310308",Parambu,CE,3.94534161490683,13802,5529,215,579,71.3982722052662,28.6017277947339,0.427965444105323,8273
1027,"2310407",Paramoti,CE,2.62994665674234,6269,1580,71,141,79.870047139763,20.129952860237,0.59740094279526,4689
1028,"2310506",Pedra Branca,CE,3.46094354215004,21884,3081,233,662,87.6587222110955,12.3412777889045,0.753174444221911,18803
1029,"2310605",Penaforte,CE,3.7937166567872,5425,1067,73,183,83.5643869377696,16.4356130622304,0.671287738755391,4358
1030,"2310704",Pentecoste,CE,2.76611041737617,19551,6145,223,508,76.0857721046077,23.9142278953923,0.521715442092154,13406
1031,"2310803",Pereiro,CE,3.50354734168345,9374,1643,88,312,85.0866842153036,14.9133157846964,0.701733684306072,7731
1032,"2310852",Pindoretama,CE,3.08457711442786,11350,4234,140,356,72.8311088295688,27.1688911704312,0.456622176591376,7116
1033,"2310902",Piquet Carneiro,CE,3.29869867850298,8179,1407,93,234,85.3223450865846,14.6776549134154,0.706446901731692,6772
1034,"2310951",Pires Ferreira,CE,2.56601521706698,5311,1220,51,121,81.319859133364,18.680140866636,0.626397182667279,4091
1035,"2311009",Poranga,CE,3.44240837696335,6336,1041,49,214,85.8885725904839,14.1114274095161,0.717771451809679,5295
1036,"2311108",Porteiras,CE,2.83187421833125,9479,1398,73,244,87.1471913211363,12.8528086788637,0.742943826422727,8081
1037,"2311207",Potengi,CE,3.39179351422899,5263,576,46,159,90.1352971399212,9.86470286007878,0.802705942798424,4687
1038,"2311231",Potiretama,CE,2.58441017090454,4002,672,36,88,85.6225930680359,14.3774069319641,0.712451861360719,3330
1039,"2311264",Quiterianópolis,CE,3.62457077451354,10682,1948,130,345,84.5764053840063,15.4235946159937,0.691528107680127,8734
1040,"2311306",Quixadá,CE,3.33874714746818,30241,16776,644,980,64.3192887678925,35.6807112321075,0.286385775357849,13465
1041,"2311355",Quixelô,CE,3.20434817879452,10194,1738,113,282,85.4341267180691,14.5658732819309,0.708682534361381,8456
1042,"2311405",Quixeramobim,CE,3.132382720216,36681,9242,495,990,79.8750081658428,20.1249918341572,0.597500163316856,27439
1043,"2311504",Quixeré,CE,4.08379740121983,11090,3378,181,435,76.6519214818911,23.3480785181089,0.533038429637821,7712
1044,"2311603",Redenção,CE,4.10219503418496,13545,5110,258,540,72.6078799249531,27.3921200750469,0.452157598499062,8435
1045,"2311702",Reriutaba,CE,3.44281757024139,10125,2075,135,300,82.9918032786885,17.0081967213115,0.65983606557377,8050
1046,"2311801",Russas,CE,3.79367096518823,32874,13306,556,1265,71.1866608921611,28.8133391078389,0.423733217843222,19568
1047,"2311900",Saboeiro,CE,4.05604719764012,7660,1447,104,281,84.1111233117382,15.8888766882618,0.682222466234764,6213
1048,"2311959",Salitre,CE,3.1974133285432,9034,1744,117,239,83.8188903321581,16.1811096678419,0.676377806643162,7290
1049,"2312007",Santana do Acaraú,CE,3.36398838334947,15968,3997,223,472,79.9799649386426,20.0200350613574,0.599599298772852,11971
1050,"2312106",Santana do Cariri,CE,3.25780325780326,9549,1082,101,257,89.8222180415765,10.1777819584235,0.79644436083153,8467
1051,"2312205",Santa Quitéria,CE,3.36850649350649,21661,4530,351,562,82.7039822839907,17.2960177160093,0.654079645679814,17131
1052,"2312304",São Benedito,CE,4.50487150762128,20977,7153,468,859,74.5716317099182,25.4283682900818,0.491432634198365,13824
1053,"2312403",São Gonçalo do Amarante,CE,3.40753733845797,24376,13070,479,842,65.0964054905731,34.9035945094269,0.301928109811462,11306
1054,"2312502",São João do Jaguaribe,CE,3.10421286031042,4003,804,51,103,83.2743915123778,16.7256084876222,0.665487830247556,3199
1055,"2312601",São Luís do Curu,CE,3.76103782840946,6555,2273,135,210,74.252378794744,25.747621205256,0.48504757589488,4282
1056,"2312700",Senador Pompeu,CE,4.03902206888347,11737,4395,208,471,72.7560128936276,27.2439871063724,0.455120257872551,7342
1057,"2312809",Senador Sá,CE,3.17220543806647,4030,1098,58,110,78.588143525741,21.411856474259,0.571762870514821,2932
1058,"2312908",Sobral,CE,4.71796822981071,82974,37230,2418,3534,69.0276529899171,30.9723470100829,0.380553059798343,45744
1059,"2313005",Solonópole,CE,2.57637740447384,9512,1681,92,204,84.981684981685,15.018315018315,0.6996336996337,7831
1060,"2313104",Tabuleiro do Norte,CE,3.62870015987597,16036,3856,251,498,80.6153227428112,19.3846772571888,0.612306454856224,12180
1061,"2313203",Tamboril,CE,3.44463971880492,13497,2985,185,403,81.8893338187113,18.1106661812887,0.637786676374226,10512
1062,"2313252",Tarrafas,CE,4.07984591139905,4871,607,76,157,88.9193136181088,11.0806863818912,0.778386272362176,4264
1063,"2313302",Tauá,CE,3.97325160211758,24064,10400,378,1048,69.8235840297122,30.1764159702878,0.396471680594243,13664
1064,"2313351",Tejuçuoca,CE,3.08697427521437,9499,2368,121,257,80.0455043397657,19.9544956602343,0.600910086795315,7131
1065,"2313401",Tianguá,CE,4.72216993956124,29355,16204,716,1542,64.4329331196909,35.567066880309,0.288658662393819,13151
1066,"2313500",Trairi,CE,3.47971065157179,26617,9276,459,835,74.1565207700666,25.8434792299334,0.483130415401332,17341
1067,"2313559",Tururu,CE,3.35811544566035,8708,2861,149,253,75.2701184199153,24.7298815800847,0.505402368398306,5847
1068,"2313609",Ubajara,CE,4.61227748814053,14214,6095,356,626,69.9886749716874,30.0113250283126,0.399773499433749,8119
1069,"2313708",Umari,CE,3.54425310372447,3744,1073,46,131,77.7247249325306,22.2752750674694,0.554494498650612,2671
1070,"2313757",Umirim,CE,3.1265306122449,9217,2650,117,266,77.6691665964439,22.3308334035561,0.553383331928878,6567
1071,"2313807",Uruburetama,CE,3.61649011537683,10554,3731,160,376,73.8816940847042,26.1183059152958,0.477633881694085,6823
1072,"2313906",Uruoca,CE,2.69484513026948,6871,1831,73,168,78.9588600321765,21.0411399678235,0.57917720064353,5040
1073,"2313955",Varjota,CE,5.04044803982576,8827,3381,225,423,72.3050458715596,27.6949541284404,0.446100917431193,5446
1074,"2314003",Várzea Alegre,CE,3.58842343396521,20533,4185,266,654,83.0690185290072,16.9309814709928,0.661380370580144,16348
1075,"2314102",Viçosa do Ceará,CE,3.99903894925118,27746,8215,472,1026,77.1558076805428,22.8441923194572,0.543116153610856,19531
1076,"2400109",Acari,RN,3.72489024876946,4932,2305,74,206,68.1497858228548,31.8502141771452,0.362995716457095,2627
1077,"2400208",Assú,RN,3.23649834275687,26008,8733,359,803,74.862554330618,25.137445669382,0.49725108661236,17275
1078,"2400307",Afonso Bezerra,RN,3.31740976645435,5344,1942,77,173,73.3461432884985,26.6538567115015,0.46692286576997,3402
1079,"2400406",Água Nova,RN,2.54885301614274,2036,258,17,43,88.7532693984307,11.2467306015693,0.775065387968614,1778
1080,"2400505",Alexandria,RN,2.9113067027759,7312,1292,49,209,84.9837284983728,15.0162715016272,0.699674569967457,6020
1081,"2400604",Almino Afonso,RN,3.03252629004647,3289,676,48,76,82.9508196721311,17.0491803278689,0.659016393442623,2613
1082,"2400703",Alto do Rodrigues,RN,2.72598408025297,7198,1723,80,170,80.686021746441,19.313978253559,0.61372043492882,5475
1083,"2400802",Angicos,RN,3.33291567472748,5347,2368,86,180,69.3065456902139,30.6934543097861,0.386130913804277,2979
1084,"2400901",Antônio Martins,RN,2.77897457992245,3892,621,42,87,86.2397518280523,13.7602481719477,0.724795036561046,3271
1085,"2401008",Apodi,RN,3.75723697344779,18793,5311,293,648,77.9663126452041,22.0336873547959,0.559326252904082,13482
1086,"2401107",Areia Branca,RN,4.1008912448302,11265,5198,198,506,68.4261677701513,31.5738322298488,0.368523355403025,6067
1087,"2401206",Arez,RN,3.78585901674309,6193,2829,103,252,68.6433163378408,31.3566836621592,0.372866326756817,3364
1088,"2401305",Campo Grande,RN,3.6624203821656,4784,1871,62,191,71.885800150263,28.114199849737,0.437716003005259,2913
1089,"2401404",Baía Formosa,RN,2.79169649248389,3471,1961,54,102,63.89911634757,36.10088365243,0.277982326951399,1510
1090,"2401453",Baraúna,RN,3.00069380203515,11596,5181,145,374,69.1184359539846,30.8815640460154,0.382368719079692,6415
1091,"2401503",Barcelona,RN,2.60657073038284,2211,1376,23,73,61.6392528575411,38.3607471424589,0.232785057150822,835
1092,"2401602",Bento Fernandes,RN,2.18440436880874,3044,807,29,57,79.0444040508959,20.9555959491041,0.580888081017917,2237
1093,"2401651",Bodó,RN,2.356780275562,2152,541,19,46,79.9108800594133,20.0891199405867,0.598217601188266,1611
1094,"2401701",Bom Jesus,RN,2.43868057513392,4458,2463,45,128,64.4126571304725,35.5873428695275,0.288253142609449,1995
1095,"2401800",Brejinho,RN,3.5397138628515,5517,2304,78,209,70.5408515535098,29.4591484464902,0.410817031070196,3213
1096,"2401859",Caiçara do Norte,RN,2.74538386783285,2695,1308,36,77,67.324506620035,32.675493379965,0.3464901324007,1387
1097,"2401909",Caiçara do Rio do Vento,RN,3.07486631016043,2169,731,30,62,74.7931034482759,25.2068965517241,0.495862068965517,1438
1098,"2402006",Caicó,RN,3.18425854909947,24164,12443,373,831,66.0092332067637,33.9907667932363,0.320184664135275,11721
1099,"2402105",Campo Redondo,RN,3.57679591223324,5332,1084,62,176,83.1047381546135,16.8952618453865,0.662094763092269,4248
1100,"2402204",Canguaretama,RN,3.60730831294571,14049,4469,154,539,75.8667242682795,24.1332757317205,0.51733448536559,9580
1101,"2402303",Caraúbas,RN,3.43580470162749,11823,3129,190,342,79.0730337078652,20.9269662921348,0.581460674157303,8694
1102,"2402402",Carnaúba dos Dantas,RN,5.97216853498261,2793,2072,87,222,57.410071942446,42.589928057554,0.148201438848921,721
1103,"2402501",Carnaubais,RN,3.46266166040884,5418,1524,81,168,78.0466724286949,21.9533275713051,0.560933448573898,3894
1104,"2402600",Ceará-Mirim,RN,3.04336636211556,32726,12481,403,1016,72.3914438029509,27.6085561970491,0.447828876059017,20245
1105,"2402709",Cerro Corá,RN,3.82841972893671,5402,1481,75,199,78.4832195263693,21.5167804736307,0.569664390527386,3921
1106,"2402808",Coronel Ezequiel,RN,4.23752439364371,2688,747,50,102,78.2532751091703,21.7467248908297,0.565065502183406,1941
1107,"2402907",Coronel João Pessoa,RN,4.00745573159366,2624,466,30,99,84.9190938511327,15.0809061488673,0.698381877022654,2158
1108,"2403004",Cruzeta,RN,3.67420814479638,4065,1257,69,134,76.3810597519729,23.6189402480271,0.527621195039459,2808
1109,"2403103",Currais Novos,RN,3.86774797255147,15618,9038,283,709,63.3436080467229,36.6563919532771,0.266872160934458,6580
1110,"2403202",Doutor Severiano,RN,3.04321363359708,4117,662,41,109,86.1477296505545,13.8522703494455,0.72295459301109,3455
1111,"2403251",Parnamirim,RN,3.27835033823567,52136,60389,1202,2612,46.3328149300156,53.6671850699844,-0.073343701399689,-8253
1112,"2403301",Encanto,RN,2.66197890507283,3337,539,28,78,86.09391124871,13.90608875129,0.7218782249742,2798
1113,"2403400",Equador,RN,4.5181509532515,2595,1061,52,121,70.9792122538293,29.0207877461707,0.419584245076586,1534
1114,"2403509",Espírito Santo,RN,3.10457516339869,3482,2448,62,128,58.7183811129848,41.2816188870152,0.174367622259696,1034
1115,"2403608",Extremoz,RN,2.71453221665755,13323,9793,196,449,57.6354040491434,42.3645959508565,0.152708080982869,3530
1116,"2403707",Felipe Guerra,RN,2.72353545734841,4769,910,61,98,83.9760521218524,16.0239478781476,0.679521042437049,3859
1117,"2403756",Fernando Pedroza,RN,2.62634301631516,1778,669,20,46,72.6604004903964,27.3395995096036,0.453208009807928,1109
1118,"2403806",Florânia,RN,2.99563450248382,4871,1573,57,142,75.5896958410925,24.4103041589075,0.51179391682185,3298
1119,"2403905",Francisco Dantas,RN,2.59965337954939,1859,389,13,47,82.6957295373665,17.3042704626335,0.653914590747331,1470
1120,"2404002",Frutuoso Gomes,RN,2.49691738594328,2634,529,34,47,83.2753714827695,16.7246285172305,0.665507429655391,2105
1121,"2404101",Galinhos,RN,2.47759620453347,1074,776,13,34,58.054054054054,41.9459459459459,0.161081081081081,298
1122,"2404200",Goianinha,RN,3.95383384756028,10925,5885,220,472,64.9910767400357,35.0089232599643,0.299821534800714,5040
1123,"2404309",Governador Dix-Sept Rosado,RN,4.05829369497015,7550,1930,122,279,79.6413502109705,20.3586497890295,0.592827004219409,5620
1124,"2404408",Grossos,RN,3.73482726423903,4994,2223,107,173,69.1977275876403,30.8022724123597,0.383954551752806,2771
1125,"2404507",Guamaré,RN,3.378604963112,8103,3422,136,267,70.3080260303688,29.6919739696312,0.406160520607375,4681
1126,"2404606",Ielmo Marinho,RN,2.4770230889935,6033,2668,75,146,69.3368578324331,30.6631421675669,0.386737156648661,3365
1127,"2404705",Ipanguaçu,RN,2.16064334851274,8258,1840,64,159,81.7785700138641,18.2214299861359,0.635571400277283,6418
1128,"2404804",Ipueira,RN,2.24188790560472,1316,341,19,19,79.4206397103198,20.5793602896801,0.588412794206397,975
1129,"2404853",Itajá,RN,2.94624067342644,3694,1379,34,120,72.8168736447861,27.1831263552139,0.456337472895722,2315
1130,"2404903",Itaú,RN,3.12187812187812,3053,826,37,88,78.7058520237175,21.2941479762825,0.574117040474349,2227
1131,"2405009",Jaçanã,RN,3.50877192982456,3632,1098,50,122,76.7864693446089,23.2135306553911,0.535729386892178,2534
1132,"2405108",Jandaíra,RN,3.05573488272003,3269,1236,38,104,72.5638179800222,27.4361820199778,0.451276359600444,2033
1133,"2405207",Janduís,RN,2.4230330672748,2795,628,30,55,81.6535203038271,18.3464796961729,0.633070406076541,2167
1134,"2405306",Boa Saúde,RN,3.78440366972477,3680,2193,65,166,62.6596288098076,37.3403711901924,0.253192576196152,1487
1135,"2405405",Japi,RN,3.00090252707581,3559,740,39,94,82.7866945801349,17.2133054198651,0.655733891602698,2819
1136,"2405504",Jardim de Angicos,RN,2.26565970679698,1736,464,23,28,78.9090909090909,21.0909090909091,0.578181818181818,1272
1137,"2405603",Jardim de Piranhas,RN,2.43188471065075,7185,1481,63,153,82.9102238633741,17.0897761366259,0.658204477267482,5704
1138,"2405702",Jardim do Seridó,RN,4.67726847521048,5578,2574,98,302,68.4249263984298,31.5750736015702,0.368498527968597,3004
1139,"2405801",João Câmara,RN,3.17748091603053,14663,5631,212,454,72.2528826254065,27.7471173745935,0.445057652508131,9032
1140,"2405900",João Dias,RN,3.62352941176471,1672,376,20,57,81.640625,18.359375,0.6328125,1296
1141,"2406007",José da Penha,RN,3.12060065696856,3603,526,39,94,87.2608379752967,12.7391620247033,0.745216759505934,3077
1142,"2406106",Jucurutu,RN,3.12274801825607,8976,3123,102,288,74.1879494173072,25.8120505826928,0.483758988346144,5853
1143,"2406155",Jundiá,RN,3.41906202723147,2176,1016,35,78,68.1704260651629,31.8295739348371,0.363408521303258,1160
1144,"2406205",Lagoa d'Anta,RN,2.93925538863488,3466,992,30,105,77.7478689995514,22.2521310004486,0.554957379991027,2474
1145,"2406304",Lagoa de Pedras,RN,3.2274331820474,4458,1299,57,135,77.4361646690985,22.5638353309015,0.54872329338197,3159
1146,"2406403",Lagoa de Velhos,RN,3.67762128325509,1678,784,27,67,68.1559707554833,31.8440292445167,0.363119415109667,894
1147,"2406502",Lagoa Nova,RN,3.43804358948122,7050,2387,103,233,74.7059446858112,25.2940553141888,0.494118893716223,4663
1148,"2406601",Lagoa Salgada,RN,3.90777647518562,5308,2069,80,220,71.9533685780127,28.0466314219873,0.439067371560255,3239
1149,"2406700",Lajes,RN,3.11965811965812,5145,1656,54,165,75.6506396118218,24.3493603881782,0.513012792236436,3489
1150,"2406809",Lajes Pintadas,RN,3.38983050847458,2909,1081,52,88,72.9072681704261,27.0927318295739,0.458145363408521,1828
1151,"2406908",Lucrécia,RN,1.82403433476395,2307,438,20,31,84.0437158469945,15.9562841530055,0.680874316939891,1869
