fid,CD_MUN,NM_MUN,SIGLA,porcent_nulo_e_branco,13_Soma - QT_VOTOS,22_Soma - QT_VOTOS,branco_Soma - QT_VOTOS,nulo_Soma - QT_VOTOS,porcent_13,porcent_22,normal_13_22,subt_13_22
2924,"3158300",Santana da Vargem,MG,4.16091500690199,2519,2341,82,129,51.8312757201646,48.1687242798354,0.0366255144032922,178
2925,"3158409",Santana de Cataguases,MG,3.23392022996766,1414,1279,36,54,52.5064983290011,47.4935016709989,0.0501299665800224,135
2926,"3158508",Santana de Pirapama,MG,3.20754716981132,3299,2344,59,128,58.46181109339,41.53818890661,0.169236221867801,955
2927,"3158607",Santana do Deserto,MG,2.98346513299784,1765,934,34,49,65.3945905891071,34.6054094108929,0.307891811782142,831
2928,"3158706",Santana do Garambéu,MG,4.46808510638298,1289,507,23,61,71.7706013363029,28.2293986636971,0.435412026726058,782
2929,"3158805",Santana do Jacaré,MG,3.97145516599441,1654,1441,52,76,53.4410339256866,46.5589660743134,0.0688206785137318,213
2930,"3158904",Santana do Manhuaçu,MG,2.95258984309094,3369,2383,73,102,58.5709318497914,41.4290681502086,0.171418636995827,986
2931,"3158953",Santana do Paraíso,MG,2.9410147875323,7093,10563,230,305,40.1733121884912,59.8266878115088,-0.196533756230177,-3470
2932,"3159001",Santana do Riacho,MG,3.26037391700866,2655,1588,41,102,62.573650718831,37.426349281169,0.25147301437662,1067
2933,"3159100",Santana dos Montes,MG,4.95894909688013,1804,1090,63,88,62.3358673116793,37.6641326883207,0.246717346233587,714
2934,"3159209",Santa Rita de Caldas,MG,3.41522913399547,2055,3488,56,140,37.0737867580732,62.9262132419268,-0.258524264838535,-1433
2935,"3159308",Santa Rita de Jacutinga,MG,3.59691692834713,2129,1248,48,78,63.0441220017767,36.9558779982233,0.260882440035535,881
2936,"3159357",Santa Rita de Minas,MG,3.83005441607367,2230,2365,58,125,48.5310119695321,51.4689880304679,-0.029379760609358,-135
2937,"3159407",Santa Rita de Ibitipoca,MG,4.4100580270793,1822,649,33,81,73.7353298259814,26.2646701740186,0.474706596519628,1173
2938,"3159506",Santa Rita do Itueto,MG,2.82500653936699,1537,2178,41,67,41.3728129205922,58.6271870794078,-0.172543741588156,-641
2939,"3159605",Santa Rita do Sapucaí,MG,4.39569111786292,8102,16127,450,664,33.439266994098,66.560733005902,-0.33121466011804,-8025
2940,"3159704",Santa Rosa da Serra,MG,3.21530321530322,1240,1138,33,46,52.1446593776283,47.8553406223717,0.0428931875525652,102
2941,"3159803",Santa Vitória,MG,2.8552208685253,7560,5437,149,233,58.1672693698546,41.8327306301454,0.163345387397092,2123
2942,"3159902",Santo Antônio do Amparo,MG,4.3206066484437,7216,3635,172,318,66.5007833379412,33.4992166620588,0.330015666758824,3581
2943,"3160009",Santo Antônio do Aventureiro,MG,3.67250673854447,1620,1239,37,72,56.6631689401889,43.3368310598111,0.133263378803778,381
2944,"3160108",Santo Antônio do Grama,MG,3.57374918778428,2112,856,40,70,71.1590296495957,28.8409703504043,0.423180592991914,1256
2945,"3160207",Santo Antônio do Itambé,MG,5.31421341206242,1764,481,31,95,78.5746102449889,21.4253897550111,0.571492204899777,1283
2946,"3160306",Santo Antônio do Jacinto,MG,4.87767348822896,3844,2338,64,253,62.1805241022323,37.8194758977677,0.243610482044646,1506
2947,"3160405",Santo Antônio do Monte,MG,3.31250379178548,4368,11569,229,317,27.4079186798017,72.5920813201983,-0.451841626403966,-7201
2948,"3160454",Santo Antônio do Retiro,MG,4.57142857142857,3109,1233,44,164,71.6029479502533,28.3970520497467,0.432058959005067,1876
2949,"3160504",Santo Antônio do Rio Abaixo,MG,3.95977372721559,962,566,17,46,62.9581151832461,37.0418848167539,0.259162303664921,396
2950,"3160603",Santo Hipólito,MG,3.93096836049856,1446,558,18,64,72.1556886227545,27.8443113772455,0.44311377245509,888
2951,"3160702",Santos Dumont,MG,4.1818480223207,18039,11152,437,837,61.7964441094858,38.2035558905142,0.235928882189716,6887
2952,"3160801",São Bento Abade,MG,4.40083258994945,1644,1571,54,94,51.1353032659409,48.8646967340591,0.022706065318818,73
2953,"3160900",São Brás do Suaçuí,MG,4.87977369165488,1704,986,45,93,63.3457249070632,36.6542750929368,0.266914498141264,718
2954,"3160959",São Domingos das Dores,MG,2.85848172446111,1908,2238,60,62,46.0202604920405,53.9797395079595,-0.0795947901591896,-330
2955,"3161007",São Domingos do Prata,MG,3.99608401566394,6662,4125,129,320,61.7595253545935,38.2404746454065,0.23519050709187,2537
2956,"3161056",São Félix de Minas,MG,2.84900284900285,1266,1121,23,47,53.0372852953498,46.9627147046502,0.0607457059069962,145
2957,"3161106",São Francisco,MG,2.85674902649988,19259,8931,293,536,68.3185526782547,31.6814473217453,0.366371053565094,10328
2958,"3161205",São Francisco de Paula,MG,3.66577923407741,2935,1769,75,104,62.3937074829932,37.6062925170068,0.247874149659864,1166
2959,"3161304",São Francisco de Sales,MG,2.57718120805369,2206,1423,33,63,60.7880958941857,39.2119041058143,0.215761917883715,783
2960,"3161403",São Francisco do Glória,MG,3.2719836400818,2130,1181,36,76,64.3310178193899,35.6689821806101,0.286620356387798,949
2961,"3161502",São Geraldo,MG,3.8931955211025,3650,1929,81,145,65.4239110951783,34.5760889048217,0.308478221903567,1721
2962,"3161601",São Geraldo da Piedade,MG,3.40242471646461,1610,860,29,58,65.1821862348178,34.8178137651822,0.303643724696356,750
2963,"3161650",São Geraldo do Baixio,MG,3.11958405545927,1227,1009,23,49,54.8747763864043,45.1252236135957,0.0974955277280858,218
2964,"3161700",São Gonçalo do Abaeté,MG,2.6669929043308,2012,1966,40,69,50.5781799899447,49.4218200100553,0.0115635997988939,46
2965,"3161809",São Gonçalo do Pará,MG,4.10041841004184,3062,3814,113,181,44.5317044793485,55.4682955206515,-0.109365910413031,-752
2966,"3161908",São Gonçalo do Rio Abaixo,MG,4.83380404084293,5227,3534,157,288,59.6621390252254,40.3378609747746,0.193242780504509,1693
2967,"3162005",São Gonçalo do Sapucaí,MG,3.96107929059416,6458,7459,214,360,46.4036789537975,53.5963210462025,-0.0719264209240498,-1001
2968,"3162104",São Gotardo,MG,3.57093679717263,7887,13122,301,477,37.5410538340711,62.4589461659289,-0.249178923318578,-5235
2969,"3162203",São João Batista do Glória,MG,3.49404645715401,2035,2909,77,102,41.161003236246,58.838996763754,-0.176779935275081,-874
2970,"3162252",São João da Lagoa,MG,3.17796610169492,2698,958,35,85,73.7964989059081,26.2035010940919,0.475929978118162,1740
2971,"3162302",São João da Mata,MG,3.91914191419142,905,1424,44,51,38.8578789179906,61.1421210820094,-0.222842421640189,-519
2972,"3162401",São João da Ponte,MG,3.03129287254197,12030,2813,134,330,81.0483055985987,18.9516944014013,0.620966111971973,9217
2973,"3162450",São João das Missões,MG,3.79694019471488,5239,1678,77,196,75.740928148041,24.2590718519589,0.514818562960821,3561
2974,"3162500",São João del Rei,MG,4.64721375103965,26233,28797,993,1689,47.670361620934,52.329638379066,-0.0465927675813193,-2564
2975,"3162559",São João do Manhuaçu,MG,2.19390436153442,3520,3925,77,90,47.2800537273338,52.7199462726662,-0.0543989254533244,-405
2976,"3162575",São João do Manteninha,MG,3.09677419354839,1895,1860,54,66,50.4660452729694,49.5339547270306,0.00932090545938749,35
2977,"3162609",São João do Oriente,MG,3.1404958677686,2860,2414,74,97,54.2282897231703,45.7717102768297,0.0845657944634053,446
2978,"3162658",São João do Pacuí,MG,3.22799864084268,2207,641,24,71,77.4929775280899,22.5070224719101,0.549859550561798,1566
2979,"3162708",São João do Paraíso,MG,6.22507233909439,6423,5568,226,570,53.5651738804103,46.4348261195897,0.0713034776082062,855
2980,"3162807",São João Evangelista,MG,3.28403653762505,6397,2497,96,206,71.9248931864178,28.0751068135822,0.438497863728356,3900
2981,"3162906",São João Nepomuceno,MG,4.25545017859342,8068,7479,230,461,51.8942561265839,48.1057438734161,0.0378851225316781,589
2982,"3162922",São Joaquim de Bicas,MG,4.59288957019044,8703,7479,274,505,53.7819799777531,46.2180200222469,0.0756395995550612,1224
2983,"3162948",São José da Barra,MG,3.22952710495963,2428,2606,65,103,48.2320222487088,51.7679777512912,-0.0353595550258244,-178
2984,"3162955",São José da Lapa,MG,3.89546653579535,7131,8535,236,399,45.5189582535427,54.4810417464573,-0.0896208349291459,-1404
2985,"3163003",São José da Safira,MG,3.14097881665449,1610,1042,29,57,60.7088989441931,39.2911010558069,0.214177978883861,568
2986,"3163102",São José da Varginha,MG,3.35305719921105,1431,1509,47,55,48.6734693877551,51.3265306122449,-0.026530612244898,-78
2987,"3163201",São José do Alegre,MG,4.83011325782812,1101,1756,49,96,38.5369268463423,61.4630731536577,-0.229261463073154,-655
2988,"3163300",São José do Divino,MG,3.61693382655158,1164,1181,19,69,49.637526652452,50.362473347548,-0.00724946695095952,-17
2989,"3163409",São José do Goiabal,MG,4.52360757704269,2288,1089,46,114,67.7524429967427,32.2475570032573,0.355048859934853,1199
2990,"3163508",São José do Jacuri,MG,4.35220125786164,2699,1103,50,123,70.9889531825355,29.0110468174645,0.41977906365071,1596
2991,"3163607",São José do Mantimento,MG,2.97798877859301,1329,919,31,38,59.1192170818505,40.8807829181495,0.182384341637011,410
2992,"3163706",São Lourenço,MG,4.05778940773228,9528,16504,387,714,36.6011063306699,63.3988936693301,-0.267977873386601,-6976
2993,"3163805",São Miguel do Anta,MG,5.17308440295605,3343,1533,93,173,68.5602953240361,31.4397046759639,0.371205906480722,1810
2994,"3163904",São Pedro da União,MG,4.08463120775786,1434,1830,49,90,43.9338235294118,56.0661764705882,-0.121323529411765,-396
2995,"3164001",São Pedro dos Ferros,MG,4.20132224354873,3243,1249,57,140,72.1950133570792,27.8049866429207,0.443900267141585,1994
2996,"3164100",São Pedro do Suaçuí,MG,3.79281064251344,2231,1168,35,99,65.636952044719,34.363047955281,0.312739040894381,1063
2997,"3164209",São Romão,MG,3.34887664264519,3171,1389,46,112,69.5394736842105,30.4605263157895,0.390789473684211,1782
2998,"3164308",São Roque de Minas,MG,3.12569275105298,1119,3251,51,90,25.6064073226545,74.3935926773455,-0.487871853546911,-2132
2999,"3164407",São Sebastião da Bela Vista,MG,2.73104653703299,2086,2366,50,75,46.8553459119497,53.1446540880503,-0.0628930817610063,-280
3000,"3164431",São Sebastião da Vargem Alegre,MG,4.58947368421053,1302,964,33,76,57.4580759046778,42.5419240953222,0.149161518093557,338
3001,"3164472",São Sebastião do Anta,MG,2.72040302267003,1869,1993,29,79,48.3946141895391,51.6053858104609,-0.032107716209218,-124
3002,"3164506",São Sebastião do Maranhão,MG,3.94529195160442,3486,1992,64,161,63.6363636363636,36.3636363636364,0.272727272727273,1494
3003,"3164605",São Sebastião do Oeste,MG,3.08043354249857,2599,2498,49,113,50.9907788895429,49.0092211104571,0.0198155777908574,101
3004,"3164704",São Sebastião do Paraíso,MG,4.58394841115686,16216,20627,561,1209,44.0137882365714,55.9862117634286,-0.119724235268572,-4411
3005,"3164803",São Sebastião do Rio Preto,MG,3.80597014925373,716,573,14,37,55.5469356089992,44.4530643910008,0.110938712179985,143
3006,"3164902",São Sebastião do Rio Verde,MG,3.97727272727273,654,1036,22,48,38.698224852071,61.301775147929,-0.22603550295858,-382
3007,"3165008",São Tiago,MG,6.24916365582765,3764,3242,196,271,53.7253782472167,46.2746217527833,0.0745075649443334,522
3008,"3165107",São Tomás de Aquino,MG,3.50799289520426,2059,2287,54,104,47.3768982972849,52.6231017027151,-0.0524620340543027,-228
3009,"3165206",São Thomé das Letras,MG,3.99102020453979,2688,1161,59,101,69.8363211223695,30.1636788776306,0.396726422447389,1527
3010,"3165305",São Vicente de Minas,MG,4.21310744538564,2360,1937,67,122,54.9220386316034,45.0779613683966,0.0984407726320688,423
3011,"3165404",Sapucaí-Mirim,MG,4.17242969110189,1884,2273,62,119,45.3211450565312,54.6788549434688,-0.093577098869377,-389
3012,"3165503",Sardoá,MG,5.63042827193771,1855,1296,51,137,58.8701999365281,41.1298000634719,0.177403998730562,559
3013,"3165537",Sarzedo,MG,4.39019729613529,8813,11201,370,549,44.0341760767463,55.9658239232537,-0.119316478465074,-2388
3014,"3165552",Setubinha,MG,4.88258151714817,4499,1131,59,230,79.911190053286,20.088809946714,0.598223801065719,3368
3015,"3165560",Sem-Peixe,MG,3.728949478749,1679,722,28,65,69.9291961682632,30.0708038317368,0.398583923365264,957
3016,"3165578",Senador Amaral,MG,3.82235969951392,1794,2559,72,101,41.2129565816678,58.7870434183322,-0.175740868366644,-765
3017,"3165602",Senador Cortes,MG,4.01626842907982,1175,713,20,59,62.2351694915254,37.7648305084746,0.244703389830508,462
3018,"3165701",Senador Firmino,MG,5.01573200074033,3519,1613,75,196,68.5697583787997,31.4302416212003,0.371395167575994,1906
3019,"3165800",Senador José Bento,MG,2.01906898485698,713,1034,17,19,40.8128219805381,59.1871780194619,-0.183743560389239,-321
3020,"3165909",Senador Modestino Gonçalves,MG,3.93725992317542,2132,869,37,86,71.0429856714428,28.9570143285571,0.420859713428857,1263
3021,"3166006",Senhora de Oliveira,MG,4.14055505819158,3139,1144,76,109,73.2897501751109,26.7102498248891,0.465795003502218,1995
3022,"3166105",Senhora do Porto,MG,3.82608695652174,1439,773,25,63,65.0542495479204,34.9457504520796,0.301084990958409,666
3023,"3166204",Senhora dos Remédios,MG,4.81064483111566,4314,2196,94,235,66.2672811059908,33.7327188940092,0.325345622119816,2118
3024,"3166303",Sericita,MG,3.59270290394639,2513,2666,76,117,48.5228808650319,51.4771191349681,-0.0295423826993628,-153
3025,"3166402",Seritinga,MG,4.71447543160691,844,591,21,50,58.815331010453,41.184668989547,0.176306620209059,253
3026,"3166501",Serra Azul de Minas,MG,5.66523605150215,1642,556,50,82,74.7042766151046,25.2957233848954,0.494085532302093,1086
3027,"3166600",Serra da Saudade,MG,2.84697508896797,378,441,10,14,46.1538461538462,53.8461538461538,-0.0769230769230769,-63
3028,"3166709",Serra dos Aimorés,MG,3.48390197020663,2537,1480,46,99,63.1565845158078,36.8434154841922,0.263131690316156,1057
3029,"3166808",Serra do Salitre,MG,2.5947561472626,3168,4002,90,101,44.18410041841,55.81589958159,-0.116317991631799,-834
3030,"3166907",Serrania,MG,4.04971932638332,2471,2315,76,126,51.6297534475554,48.3702465524446,0.0325950689511075,156
3031,"3166956",Serranópolis de Minas,MG,3.29883570504528,2149,841,31,71,71.8729096989967,28.1270903010033,0.437458193979933,1308
3032,"3167004",Serranos,MG,4.11124546553809,933,653,20,48,58.8272383354351,41.1727616645649,0.176544766708701,280
3033,"3167103",Serro,MG,4.82899091912077,8281,2933,130,439,73.8451935081149,26.1548064918851,0.476903870162297,5348
3034,"3167202",Sete Lagoas,MG,5.32455605330866,56124,78922,2534,5061,41.5591724301349,58.4408275698651,-0.168816551397302,-22798
3035,"3167301",Silveirânia,MG,3.7070938215103,1433,671,33,48,68.1083650190114,31.8916349809886,0.362167300380228,762
3036,"3167400",Silvianópolis,MG,3.69599167100468,1564,2136,59,83,42.2702702702703,57.7297297297297,-0.154594594594595,-572
3037,"3167509",Simão Pereira,MG,2.80601870679138,1382,1008,24,45,57.8242677824268,42.1757322175732,0.156485355648536,374
3038,"3167608",Simonésia,MG,4.2089167873813,5980,5923,198,325,50.2394354364446,49.7605645635554,0.00478870872889182,57
3039,"3167707",Sobrália,MG,3.62678239305642,1643,1466,38,79,52.8465744612416,47.1534255387584,0.0569314892248312,177
3040,"3167806",Soledade de Minas,MG,3.71189773844641,1829,2088,50,101,46.6938983916262,53.3061016083738,-0.0661220321674752,-259
3041,"3167905",Tabuleiro,MG,3.928035982009,1973,1231,36,95,61.5792759051186,38.4207240948814,0.231585518102372,742
3042,"3168002",Taiobeiras,MG,3.73850262090792,8214,11252,213,543,42.196650570225,57.803349429775,-0.1560669885955,-3038
3043,"3168051",Taparuba,MG,3.5142658315936,1636,1137,32,69,58.997475658132,41.002524341868,0.17994951316264,499
3044,"3168101",Tapira,MG,2.65244736122505,973,2587,43,54,27.3314606741573,72.6685393258427,-0.453370786516854,-1614
3045,"3168200",Tapiraí,MG,2.4390243902439,768,712,19,18,51.8918918918919,48.1081081081081,0.0378378378378378,56
3046,"3168309",Taquaraçu de Minas,MG,3.58839050131926,1754,1900,54,82,48.0021893814997,51.9978106185003,-0.0399562123700055,-146
3047,"3168408",Tarumirim,MG,3.55812459858703,3908,3600,79,198,52.0511454448588,47.9488545551412,0.0410229088971764,308
3048,"3168507",Teixeiras,MG,4.57979225684608,5315,2769,116,272,65.7471548738248,34.2528451261752,0.314943097476497,2546
3049,"3168606",Teófilo Otoni,MG,3.84199753359523,37952,37683,1012,2010,50.1778277252595,49.8221722747405,0.00355655450518938,269
3050,"3168705",Timóteo,MG,3.43064316700547,18436,27644,610,1027,40.0086805555556,59.9913194444444,-0.199826388888889,-9208
3051,"3168804",Tiradentes,MG,4.12566891075436,2949,2605,81,158,53.0968671227944,46.9031328772056,0.0619373424558876,344
3052,"3168903",Tiros,MG,3.6644591611479,1448,2916,69,97,33.1805682859762,66.8194317140238,-0.336388634280477,-1468
3053,"3169000",Tocantins,MG,5.3472032119719,5490,4883,262,324,52.9258652270317,47.0741347729683,0.0585173045406344,607
3054,"3169059",Tocos do Moji,MG,5.19518638098033,1748,1482,76,101,54.1176470588235,45.8823529411765,0.0823529411764706,266
3055,"3169109",Toledo,MG,4.09852216748768,1887,2980,84,124,38.7713170330799,61.2286829669201,-0.224573659338402,-1093
3056,"3169208",Tombos,MG,3.34579106602598,3101,2330,57,131,57.0981403056527,42.9018596943473,0.141962806113055,771
3057,"3169307",Três Corações,MG,5.13508122603666,17182,25622,861,1456,40.1411083076348,59.8588916923652,-0.197177833847304,-8440
3058,"3169356",Três Marias,MG,3.7983651226158,8635,9018,248,449,48.9151985498216,51.0848014501784,-0.0216960290035688,-383
3059,"3169406",Três Pontas,MG,3.95270914489635,18312,16946,670,781,51.9371490158262,48.0628509841738,0.0387429803165239,1366
3060,"3169505",Tumiritinga,MG,2.6349449987209,2133,1673,36,67,56.0430898581188,43.9569101418812,0.120861797162375,460
3061,"3169604",Tupaciguara,MG,2.69688528741454,8390,6980,148,278,54.5868575146389,45.4131424853611,0.0917371502927782,1410
3062,"3169703",Turmalina,MG,3.86820641201647,8423,3481,171,308,70.7577284946236,29.2422715053763,0.415154569892473,4942
3063,"3169802",Turvolândia,MG,4.1413583655439,1671,1801,56,94,48.1278801843318,51.8721198156682,-0.0374423963133641,-130
3064,"3169901",Ubá,MG,3.97727272727273,28614,27156,801,1509,51.3071543840775,48.6928456159225,0.0261430876815492,1458
3065,"3170008",Ubaí,MG,2.74095039475644,4987,1542,52,132,76.3822943789248,23.6177056210752,0.527645887578496,3445
3066,"3170057",Ubaporanga,MG,3.15527950310559,3343,4453,76,178,42.8809645972294,57.1190354027707,-0.142380708055413,-1110
3067,"3170107",Uberaba,MG,3.57293846576617,83899,98568,2109,4652,45.9803690530342,54.0196309469658,-0.0803926189393151,-14669
3068,"3170206",Uberlândia,MG,4.19417035808095,190299,215660,5501,12271,46.8764087013713,53.1235912986287,-0.0624718259725736,-25361
3069,"3170305",Umburatiba,MG,5.16232038318254,1285,497,42,55,72.1099887766554,27.8900112233446,0.442199775533109,788
3070,"3170404",Unaí,MG,2.91240640850173,19267,28970,627,820,39.9423678918672,60.0576321081328,-0.201152642162655,-9703
3071,"3170438",União de Minas,MG,1.97183098591549,1478,958,16,33,60.6732348111658,39.3267651888342,0.213464696223317,520
3072,"3170479",Uruana de Minas,MG,2.97642056436026,1316,1194,31,46,52.4302788844622,47.5697211155379,0.048605577689243,122
3073,"3170503",Urucânia,MG,4.17835523401742,4207,2283,95,188,64.8228043143297,35.1771956856703,0.296456086286595,1924
3074,"3170529",Urucuia,MG,3.17692167244842,3376,1927,54,120,63.6620780690175,36.3379219309825,0.273241561380351,1449
3075,"3170578",Vargem Alegre,MG,3.42342342342342,2321,1967,48,104,54.1277985074627,45.8722014925373,0.0825559701492537,354
3076,"3170602",Vargem Bonita,MG,2.24948875255624,765,1147,16,28,40.010460251046,59.989539748954,-0.19979079497908,-382
3077,"3170651",Vargem Grande do Rio Pardo,MG,3.82925298179535,1469,1595,26,96,47.943864229765,52.056135770235,-0.0411227154046998,-126
3078,"3170701",Varginha,MG,4.32185273159145,31831,48730,1379,2260,39.5116743833865,60.4883256166135,-0.20976651233227,-16899
3079,"3170750",Varjão de Minas,MG,2.84167794316644,2593,2433,67,80,51.591723040191,48.408276959809,0.0318344608038201,160
3080,"3170800",Várzea da Palma,MG,4.02597402597403,10291,8923,297,509,53.5599042364942,46.4400957635058,0.0711980847298845,1368
3081,"3170909",Varzelândia,MG,3.31048168861627,8075,2644,117,250,75.3335199179028,24.6664800820972,0.506670398358056,5431
3082,"3171006",Vazante,MG,3.35134288622661,6493,5850,166,262,52.6047152232034,47.3952847767966,0.0520943044640687,643
3083,"3171030",Verdelândia,MG,3.32444079622409,3498,1213,47,115,74.2517512205477,25.7482487794523,0.485035024410953,2285
3084,"3171071",Veredinha,MG,4.64267083985394,2692,964,67,111,73.6323851203501,26.3676148796499,0.472647702407002,1728
3085,"3171105",Veríssimo,MG,2.39860444832098,1270,968,17,38,56.7470956210903,43.2529043789097,0.134941912421805,302
3086,"3171154",Vermelho Novo,MG,4.1515308770109,2046,1648,70,90,55.387114239307,44.612885760693,0.10774228478614,398
3087,"3171204",Vespasiano,MG,4.37571877901096,33067,35946,1142,2016,47.9141611000826,52.0858388999174,-0.0417167779983481,-2879
3088,"3171303",Viçosa,MG,4.43464363025754,31871,15366,839,1353,67.4704151406736,32.5295848593264,0.349408302813472,16505
3089,"3171402",Vieiras,MG,3.08483290488432,1722,1294,38,58,57.0954907161804,42.9045092838196,0.141909814323607,428
3090,"3171501",Mathias Lobato,MG,2.81090289608177,1414,868,15,51,61.9631901840491,38.0368098159509,0.239263803680982,546
3091,"3171600",Virgem da Lapa,MG,4.57487496322448,4622,1865,58,253,71.2501926930785,28.7498073069215,0.425003853861569,2757
3092,"3171709",Virgínia,MG,2.93126684636119,3064,2698,56,118,53.1759805623048,46.8240194376952,0.0635196112460951,366
3093,"3171808",Virginópolis,MG,5.47855861731616,3870,1927,106,230,66.7586682766948,33.2413317233052,0.335173365533897,1943
3094,"3171907",Virgolândia,MG,4.88257107540173,2245,833,44,114,72.9369720597791,27.0630279402209,0.458739441195582,1412
3095,"3172004",Visconde do Rio Branco,MG,3.83605895416919,13668,10147,396,554,57.3923997480579,42.6076002519421,0.147847994961159,3521
3096,"3172103",Volta Grande,MG,3.23912353127977,1948,1099,40,62,63.9317361339022,36.0682638660978,0.278634722678044,849
3097,"3172202",Wenceslau Braz,MG,3.74006545114539,894,1165,19,61,43.4191355026712,56.5808644973288,-0.131617289946576,-271
3098,"3200102",Afonso Cláudio,ES,5.74298914795315,6641,10904,343,726,37.8512396694215,62.1487603305785,-0.24297520661157,-4263
3099,"3200136",Águia Branca,ES,3.7677304964539,3781,2732,77,178,58.0531245201904,41.9468754798096,0.161062490403808,1049
3100,"3200169",Água Doce do Norte,ES,5.13111447302068,3953,3572,119,288,52.531561461794,47.468438538206,0.0506312292358804,381
3101,"3200201",Alegre,ES,5.1357220412595,8083,9391,268,678,46.2572965548815,53.7427034451185,-0.0748540689023692,-1308
3102,"3200300",Alfredo Chaves,ES,5.15077919449504,2927,6446,169,340,31.2279953056652,68.7720046943348,-0.375440093886696,-3519
3103,"3200359",Alto Rio Novo,ES,5.00863557858376,2412,1988,81,151,54.8181818181818,45.1818181818182,0.0963636363636363,424
3104,"3200409",Anchieta,ES,4.85930793280695,7419,10535,295,622,41.3222680182689,58.6777319817311,-0.173554639634622,-3116
3105,"3200508",Apiacá,ES,5.50918196994992,2172,2356,50,214,47.9681978798587,52.0318021201413,-0.0406360424028269,-184
3106,"3200607",Aracruz,ES,4.60506414704888,22919,30692,778,1810,42.7505549234299,57.2494450765701,-0.144988901531402,-7773
3107,"3200706",Atílio Vivácqua,ES,3.93351800554017,3130,3806,72,212,45.1268742791234,54.8731257208766,-0.0974625144175317,-676
3108,"3200805",Baixo Guandu,ES,4.8527984471045,7577,10069,273,627,42.9389096679134,57.0610903320866,-0.141221806641732,-2492
3109,"3200904",Barra de São Francisco,ES,4.22455344485398,10696,12950,258,785,45.2338661930136,54.7661338069864,-0.0953226761397276,-2254
3110,"3201001",Boa Esperança,ES,4.77524810274373,4321,3835,116,293,52.9794016674841,47.0205983325159,0.0595880333496812,486
3111,"3201100",Bom Jesus do Norte,ES,5.67469482019136,2677,3041,87,257,46.8170689052116,53.1829310947884,-0.0636586218957677,-364
3112,"3201159",Brejetuba,ES,5.95569704204802,2941,4149,126,323,41.4809590973202,58.5190409026798,-0.170380818053597,-1208
3113,"3201209",Cachoeiro de Itapemirim,ES,4.28904058845319,33202,75317,1780,3083,30.5955639104673,69.4044360895327,-0.388088721790654,-42115
3114,"3201308",Cariacica,ES,5.07313851135952,90253,116698,3673,7387,43.6108064227764,56.3891935772236,-0.127783871544472,-26445
3115,"3201407",Castelo,ES,4.62540165736513,5899,16659,358,736,26.1503679404202,73.8496320595797,-0.476992641191595,-10760
3116,"3201506",Colatina,ES,4.5852695645022,25376,44230,1081,2264,36.4566273022441,63.5433726977559,-0.270867453955119,-18854
3117,"3201605",Conceição da Barra,ES,6.32995413951243,9708,5815,262,787,62.5394575790762,37.4605424209238,0.250789151581524,3893
3118,"3201704",Conceição do Castelo,ES,6.02782071097372,2168,5128,150,318,29.7149122807018,70.2850877192982,-0.405701754385965,-2960
3119,"3201803",Divino de São Lourenço,ES,5.18881522052465,1299,1990,66,114,39.4952873213743,60.5047126786257,-0.210094253572515,-691
3120,"3201902",Domingos Martins,ES,5.32696857046299,6867,15544,497,764,30.6412029806791,69.3587970193209,-0.387175940386417,-8677
3121,"3202009",Dores do Rio Preto,ES,5.32712173384647,2014,2660,67,196,43.0894308943089,56.9105691056911,-0.138211382113821,-646
3122,"3202108",Ecoporanga,ES,4.67263570229435,7771,5857,194,474,57.0223070149692,42.9776929850308,0.140446140299384,1914
3123,"3202207",Fundão,ES,5.74260962757882,5120,5434,163,480,48.512412355505,51.487587644495,-0.0297517528898996,-314
3124,"3202256",Governador Lindenberg,ES,4.91874011218179,3279,3332,92,250,49.59915292694,50.40084707306,-0.00801694146120099,-53
3125,"3202306",Guaçuí,ES,4.91234368455693,6438,9454,248,573,40.5109489051095,59.4890510948905,-0.18978102189781,-3016
3126,"3202405",Guarapari,ES,4.88690460181275,24381,46347,1186,2448,34.4714964370546,65.5285035629454,-0.310570071258907,-21966
3127,"3202454",Ibatiba,ES,4.60146827477714,4465,10089,203,499,30.6788511749347,69.3211488250653,-0.386422976501305,-5624
3128,"3202504",Ibiraçu,ES,5.86383313656041,2983,4193,117,330,41.5691192865106,58.4308807134894,-0.168617614269788,-1210
3129,"3202553",Ibitirama,ES,5.09729636645428,1728,3783,93,203,31.355470876429,68.644529123571,-0.372890582471421,-2055
3130,"3202603",Iconha,ES,5.38876889848812,3269,5492,158,341,37.3130921127725,62.6869078872275,-0.25373815774455,-2223
3131,"3202652",Irupi,ES,4.71077242812608,2350,5903,126,282,28.4744941233491,71.5255058766509,-0.430510117533018,-3553
3132,"3202702",Itaguaçu,ES,5.10908281389136,3701,4824,132,327,43.4134897360704,56.5865102639296,-0.131730205278592,-1123
3133,"3202801",Itapemirim,ES,4.08866470107634,8504,18496,385,766,31.4962962962963,68.5037037037037,-0.370074074074074,-9992
3134,"3202900",Itarana,ES,5.74315341664451,2521,4569,124,308,35.5571227080395,64.4428772919605,-0.28885754583921,-2048
3135,"3203007",Iúna,ES,4.46269846134984,4692,10893,233,495,30.1058710298364,69.8941289701636,-0.397882579403272,-6201
3136,"3203056",Jaguaré,ES,4.73216843311372,9803,6826,258,568,58.9512297793012,41.0487702206988,0.179024595586024,2977
